intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,Clim_1,Clim_2,
Tachinidae.D - Calliphoridae.E,-0.043810964,-0.781387255,0.627629086,0.95,mode,hdi,Tachinidae.D,Calliphoridae.E,D,E,
Tachinidae.D - Colletidae.A,-0.262277507,-0.871997682,0.542372742,0.95,mode,hdi,Tachinidae.D,Colletidae.A,D,A,
Tachinidae.D - Colletidae.B,-0.591606414,-1.162866274,0.275681139,0.95,mode,hdi,Tachinidae.D,Colletidae.B,D,B,
Tachinidae.D - Colletidae.C,-0.345043453,-0.819554181,0.093469465,0.95,mode,hdi,Tachinidae.D,Colletidae.C,D,C,
Tachinidae.D - Colletidae.D,-0.337818747,-0.883875749,0.166659018,0.95,mode,hdi,Tachinidae.D,Colletidae.D,D,D,
Tachinidae.D - Colletidae.E,0.169752528,-0.597533294,0.928807353,0.95,mode,hdi,Tachinidae.D,Colletidae.E,D,E,
Tachinidae.D - Crabronidae.A,0.045798254,-0.547693271,0.77966884,0.95,mode,hdi,Tachinidae.D,Crabronidae.A,D,A,
Tachinidae.D - Crabronidae.B,-0.098443686,-1.07295134,0.656142398,0.95,mode,hdi,Tachinidae.D,Crabronidae.B,D,B,
Tachinidae.D - Crabronidae.C,0.076022442,-0.448909387,0.536592705,0.95,mode,hdi,Tachinidae.D,Crabronidae.C,D,C,
Tachinidae.D - Crabronidae.D,0.249144135,-0.477563359,1.098825107,0.95,mode,hdi,Tachinidae.D,Crabronidae.D,D,D,
Tachinidae.D - Crabronidae.E,-0.065494846,-0.996529542,0.867661717,0.95,mode,hdi,Tachinidae.D,Crabronidae.E,D,E,
Tachinidae.D - Halictidae.A,-1.154311896,-1.705522939,-0.651257844,0.95,mode,hdi,Tachinidae.D,Halictidae.A,D,A,
Tachinidae.D - Halictidae.B,-1.356249793,-1.965296842,-0.731716037,0.95,mode,hdi,Tachinidae.D,Halictidae.B,D,B,
Tachinidae.D - Halictidae.C,-0.71563378,-1.124830185,-0.240219382,0.95,mode,hdi,Tachinidae.D,Halictidae.C,D,C,
Tachinidae.D - Halictidae.D,-0.649387344,-1.098408536,-0.174796052,0.95,mode,hdi,Tachinidae.D,Halictidae.D,D,D,
Tachinidae.D - Halictidae.E,-0.443986423,-1.247872617,0.299186213,0.95,mode,hdi,Tachinidae.D,Halictidae.E,D,E,
Tachinidae.D - Megachilidae.A,-0.208153161,-0.788994168,0.311365554,0.95,mode,hdi,Tachinidae.D,Megachilidae.A,D,A,
Tachinidae.D - Megachilidae.B,-0.465449691,-1.157122508,0.15082093,0.95,mode,hdi,Tachinidae.D,Megachilidae.B,D,B,
Tachinidae.D - Megachilidae.C,-0.140180138,-0.617969027,0.327537724,0.95,mode,hdi,Tachinidae.D,Megachilidae.C,D,C,
Tachinidae.D - Megachilidae.D,-0.147283321,-0.639687734,0.336306368,0.95,mode,hdi,Tachinidae.D,Megachilidae.D,D,D,
Tachinidae.D - Megachilidae.E,-0.602782395,-1.308696206,0.031378151,0.95,mode,hdi,Tachinidae.D,Megachilidae.E,D,E,
Tachinidae.D - Muscidae.A,-0.230584812,-0.743681588,0.342529056,0.95,mode,hdi,Tachinidae.D,Muscidae.A,D,A,
Tachinidae.D - Muscidae.B,-0.214645095,-0.947586392,0.469876281,0.95,mode,hdi,Tachinidae.D,Muscidae.B,D,B,
Tachinidae.D - Muscidae.C,-0.546625466,-0.998498645,-0.081676254,0.95,mode,hdi,Tachinidae.D,Muscidae.C,D,C,
Tachinidae.D - Muscidae.D,-0.679827692,-1.178461059,-0.222460293,0.95,mode,hdi,Tachinidae.D,Muscidae.D,D,D,
Tachinidae.D - Muscidae.E,-0.479228248,-1.158832833,0.050215681,0.95,mode,hdi,Tachinidae.D,Muscidae.E,D,E,
Tachinidae.D - Nymphalidae.A,-0.066618693,-0.591272941,0.573831159,0.95,mode,hdi,Tachinidae.D,Nymphalidae.A,D,A,
Tachinidae.D - Nymphalidae.B,-1.423548722,-2.168580041,-0.690074056,0.95,mode,hdi,Tachinidae.D,Nymphalidae.B,D,B,
Tachinidae.D - Nymphalidae.C,-0.280966123,-0.725059894,0.202684467,0.95,mode,hdi,Tachinidae.D,Nymphalidae.C,D,C,
Tachinidae.D - Nymphalidae.D,0.03474818,-0.509893418,0.484812879,0.95,mode,hdi,Tachinidae.D,Nymphalidae.D,D,D,
Tachinidae.D - Nymphalidae.E,-0.64559633,-1.270121899,-0.054862972,0.95,mode,hdi,Tachinidae.D,Nymphalidae.E,D,E,
Tachinidae.D - Sarcophagidae.A,0.12178084,-0.540693585,0.606677653,0.95,mode,hdi,Tachinidae.D,Sarcophagidae.A,D,A,
Tachinidae.D - Sarcophagidae.B,-0.246525598,-0.96791577,0.385584313,0.95,mode,hdi,Tachinidae.D,Sarcophagidae.B,D,B,
Tachinidae.D - Sarcophagidae.C,-0.032424003,-0.557348641,0.459647228,0.95,mode,hdi,Tachinidae.D,Sarcophagidae.C,D,C,
Tachinidae.D - Sarcophagidae.D,0.018278956,-0.725914596,0.633389485,0.95,mode,hdi,Tachinidae.D,Sarcophagidae.D,D,D,
Tachinidae.D - Sarcophagidae.E,-0.225416133,-1.520151314,1.313744684,0.95,mode,hdi,Tachinidae.D,Sarcophagidae.E,D,E,
Tachinidae.D - Syrphidae.A,-0.250015539,-0.730860359,0.306191747,0.95,mode,hdi,Tachinidae.D,Syrphidae.A,D,A,
Tachinidae.D - Syrphidae.B,-0.710888662,-1.292067699,-0.057348528,0.95,mode,hdi,Tachinidae.D,Syrphidae.B,D,B,
Tachinidae.D - Syrphidae.C,-0.572291705,-1.035471203,-0.147300722,0.95,mode,hdi,Tachinidae.D,Syrphidae.C,D,C,
Tachinidae.D - Syrphidae.D,-0.421197992,-0.852901913,0.017258355,0.95,mode,hdi,Tachinidae.D,Syrphidae.D,D,D,
Tachinidae.D - Syrphidae.E,-0.796982277,-1.403508398,-0.26015057,0.95,mode,hdi,Tachinidae.D,Syrphidae.E,D,E,
Tachinidae.D - Tachinidae.A,0.105302446,-0.407185426,0.762508493,0.95,mode,hdi,Tachinidae.D,Tachinidae.A,D,A,
Tachinidae.D - Tachinidae.B,-0.551515686,-1.215929598,0.111058077,0.95,mode,hdi,Tachinidae.D,Tachinidae.B,D,B,
Tachinidae.D - Tachinidae.C,-0.213354617,-0.611297354,0.294589153,0.95,mode,hdi,Tachinidae.D,Tachinidae.C,D,C,
Tachinidae.E - Andrenidae.A,-0.145224731,-0.755059217,0.481778094,0.95,mode,hdi,Tachinidae.E,Andrenidae.A,E,A,
Tachinidae.E - Andrenidae.B,-0.535412616,-1.162122302,0.179121881,0.95,mode,hdi,Tachinidae.E,Andrenidae.B,E,B,
Tachinidae.E - Andrenidae.C,-0.085154414,-0.721644327,0.385498842,0.95,mode,hdi,Tachinidae.E,Andrenidae.C,E,C,
Tachinidae.E - Andrenidae.D,-0.258757258,-0.836632547,0.365708015,0.95,mode,hdi,Tachinidae.E,Andrenidae.D,E,D,
Tachinidae.E - Andrenidae.E,-0.098929764,-0.744775638,0.419175724,0.95,mode,hdi,Tachinidae.E,Andrenidae.E,E,E,
Tachinidae.E - Anthomyiidae.A,0.128259985,-0.808307999,1.171245102,0.95,mode,hdi,Tachinidae.E,Anthomyiidae.A,E,A,
Tachinidae.E - Anthomyiidae.B,-0.484768697,-1.457118428,0.596374725,0.95,mode,hdi,Tachinidae.E,Anthomyiidae.B,E,B,
Tachinidae.E - Anthomyiidae.C,-0.287704147,-0.872735864,0.243196215,0.95,mode,hdi,Tachinidae.E,Anthomyiidae.C,E,C,
Tachinidae.E - Anthomyiidae.D,0.17145224,-0.513615267,0.825784837,0.95,mode,hdi,Tachinidae.E,Anthomyiidae.D,E,D,
Tachinidae.E - Anthomyiidae.E,0.148322369,-0.457853091,0.716368217,0.95,mode,hdi,Tachinidae.E,Anthomyiidae.E,E,E,
Tachinidae.E - Apidae.A,-1.031069418,-1.591549885,-0.453648602,0.95,mode,hdi,Tachinidae.E,Apidae.A,E,A,
Tachinidae.E - Apidae.B,-1.13383626,-1.741712848,-0.523452535,0.95,mode,hdi,Tachinidae.E,Apidae.B,E,B,
Tachinidae.E - Apidae.C,-0.744863761,-1.343391287,-0.277837922,0.95,mode,hdi,Tachinidae.E,Apidae.C,E,C,
Tachinidae.E - Apidae.D,-0.817288261,-1.461106778,-0.29832557,0.95,mode,hdi,Tachinidae.E,Apidae.D,E,D,
Tachinidae.E - Apidae.E,-0.533638295,-1.073638846,-0.033165589,0.95,mode,hdi,Tachinidae.E,Apidae.E,E,E,
Tachinidae.E - Bombyliidae.A,-0.468526135,-1.10810596,0.151838106,0.95,mode,hdi,Tachinidae.E,Bombyliidae.A,E,A,
Tachinidae.E - Bombyliidae.B,-0.671183533,-1.248197597,0.014822343,0.95,mode,hdi,Tachinidae.E,Bombyliidae.B,E,B,
Tachinidae.E - Bombyliidae.C,-0.134141763,-0.778757033,0.344775573,0.95,mode,hdi,Tachinidae.E,Bombyliidae.C,E,C,
Tachinidae.E - Bombyliidae.D,-0.077144938,-0.769298143,0.621340767,0.95,mode,hdi,Tachinidae.E,Bombyliidae.D,E,D,
Tachinidae.E - Bombyliidae.E,-0.165775759,-0.680759396,0.480976287,0.95,mode,hdi,Tachinidae.E,Bombyliidae.E,E,E,
Tachinidae.E - Calliphoridae.A,-0.25838161,-0.864651054,0.315660628,0.95,mode,hdi,Tachinidae.E,Calliphoridae.A,E,A,
Tachinidae.E - Calliphoridae.B,-0.489591403,-1.189553218,0.133729517,0.95,mode,hdi,Tachinidae.E,Calliphoridae.B,E,B,
Tachinidae.E - Calliphoridae.C,-0.16653559,-0.784283847,0.33133319,0.95,mode,hdi,Tachinidae.E,Calliphoridae.C,E,C,
Tachinidae.E - Calliphoridae.D,0.080847102,-0.625223521,0.668915468,0.95,mode,hdi,Tachinidae.E,Calliphoridae.D,E,D,
Tachinidae.E - Calliphoridae.E,0.073459405,-0.575424236,0.698753015,0.95,mode,hdi,Tachinidae.E,Calliphoridae.E,E,E,
Tachinidae.E - Colletidae.A,0.014963356,-0.743024943,0.743594519,0.95,mode,hdi,Tachinidae.E,Colletidae.A,E,A,
Tachinidae.E - Colletidae.B,-0.305651299,-1.067724746,0.393718981,0.95,mode,hdi,Tachinidae.E,Colletidae.B,E,B,
Tachinidae.E - Colletidae.C,-0.195161674,-0.741784829,0.357462087,0.95,mode,hdi,Tachinidae.E,Colletidae.C,E,C,
Tachinidae.E - Colletidae.D,-0.281419133,-0.833428363,0.485075285,0.95,mode,hdi,Tachinidae.E,Colletidae.D,E,D,
Tachinidae.E - Colletidae.E,0.250586603,-0.385185144,0.937667243,0.95,mode,hdi,Tachinidae.E,Colletidae.E,E,E,
Tachinidae.E - Crabronidae.A,0.12848424,-0.439546544,0.996597944,0.95,mode,hdi,Tachinidae.E,Crabronidae.A,E,A,
Tachinidae.E - Crabronidae.B,-0.016825658,-0.945119592,0.826195656,0.95,mode,hdi,Tachinidae.E,Crabronidae.B,E,B,
Tachinidae.E - Crabronidae.C,0.239776293,-0.391381434,0.75528948,0.95,mode,hdi,Tachinidae.E,Crabronidae.C,E,C,
Tachinidae.E - Crabronidae.D,0.333113146,-0.493198936,1.281825142,0.95,mode,hdi,Tachinidae.E,Crabronidae.D,E,D,
Tachinidae.E - Crabronidae.E,0.021515571,-0.775376122,0.988176119,0.95,mode,hdi,Tachinidae.E,Crabronidae.E,E,E,
Tachinidae.E - Halictidae.A,-1.100363147,-1.613432749,-0.441773269,0.95,mode,hdi,Tachinidae.E,Halictidae.A,E,A,
Tachinidae.E - Halictidae.B,-1.239901129,-1.856971285,-0.620244501,0.95,mode,hdi,Tachinidae.E,Halictidae.B,E,B,
Tachinidae.E - Halictidae.C,-0.527143424,-1.113864424,-0.04077454,0.95,mode,hdi,Tachinidae.E,Halictidae.C,E,C,
Tachinidae.E - Halictidae.D,-0.43088425,-1.093776336,0.102860353,0.95,mode,hdi,Tachinidae.E,Halictidae.D,E,D,
Tachinidae.E - Halictidae.E,-0.30865583,-1.061877613,0.301098721,0.95,mode,hdi,Tachinidae.E,Halictidae.E,E,E,
Tachinidae.E - Megachilidae.A,-0.031969804,-0.720693769,0.490685992,0.95,mode,hdi,Tachinidae.E,Megachilidae.A,E,A,
Tachinidae.E - Megachilidae.B,-0.34629307,-1.07570915,0.289247641,0.95,mode,hdi,Tachinidae.E,Megachilidae.B,E,B,
Tachinidae.E - Megachilidae.C,-0.028972093,-0.61306497,0.510566493,0.95,mode,hdi,Tachinidae.E,Megachilidae.C,E,C,
Tachinidae.E - Megachilidae.D,-0.004839932,-0.667129519,0.59376777,0.95,mode,hdi,Tachinidae.E,Megachilidae.D,E,D,
Tachinidae.E - Megachilidae.E,-0.559976333,-1.128015828,0.053597074,0.95,mode,hdi,Tachinidae.E,Megachilidae.E,E,E,
Tachinidae.E - Muscidae.A,-0.143724765,-0.670501636,0.525938125,0.95,mode,hdi,Tachinidae.E,Muscidae.A,E,A,
Tachinidae.E - Muscidae.B,-0.17387242,-0.831741076,0.583360813,0.95,mode,hdi,Tachinidae.E,Muscidae.B,E,B,
Tachinidae.E - Muscidae.C,-0.402612214,-0.911958978,0.186487954,0.95,mode,hdi,Tachinidae.E,Muscidae.C,E,C,
Tachinidae.E - Muscidae.D,-0.553857245,-1.159286192,0.048728387,0.95,mode,hdi,Tachinidae.E,Muscidae.D,E,D,
Tachinidae.E - Muscidae.E,-0.395004558,-0.905332404,0.121760633,0.95,mode,hdi,Tachinidae.E,Muscidae.E,E,E,
Tachinidae.E - Nymphalidae.A,0.135586606,-0.469373752,0.789895606,0.95,mode,hdi,Tachinidae.E,Nymphalidae.A,E,A,
Tachinidae.E - Nymphalidae.B,-1.279271212,-2.052076409,-0.573818076,0.95,mode,hdi,Tachinidae.E,Nymphalidae.B,E,B,
Tachinidae.E - Nymphalidae.C,-0.075008117,-0.690926629,0.421381427,0.95,mode,hdi,Tachinidae.E,Nymphalidae.C,E,C,
Tachinidae.E - Nymphalidae.D,0.256514194,-0.454735555,0.807422909,0.95,mode,hdi,Tachinidae.E,Nymphalidae.D,E,D,
Tachinidae.E - Nymphalidae.E,-0.546264984,-1.053884161,-0.018419211,0.95,mode,hdi,Tachinidae.E,Nymphalidae.E,E,E,
Tachinidae.E - Sarcophagidae.A,0.163720115,-0.462968179,0.787372051,0.95,mode,hdi,Tachinidae.E,Sarcophagidae.A,E,A,
Tachinidae.E - Sarcophagidae.B,-0.223630847,-0.811232585,0.521699849,0.95,mode,hdi,Tachinidae.E,Sarcophagidae.B,E,B,
Tachinidae.E - Sarcophagidae.C,0.069565055,-0.494498294,0.635886049,0.95,mode,hdi,Tachinidae.E,Sarcophagidae.C,E,C,
Tachinidae.E - Sarcophagidae.D,0.182386199,-0.667641534,0.916777436,0.95,mode,hdi,Tachinidae.E,Sarcophagidae.D,E,D,
Tachinidae.E - Sarcophagidae.E,0.052333266,-1.497508355,1.329125202,0.95,mode,hdi,Tachinidae.E,Sarcophagidae.E,E,E,
Tachinidae.E - Syrphidae.A,-0.078971131,-0.661209512,0.48733121,0.95,mode,hdi,Tachinidae.E,Syrphidae.A,E,A,
Tachinidae.E - Syrphidae.B,-0.527720771,-1.153401509,0.107745558,0.95,mode,hdi,Tachinidae.E,Syrphidae.B,E,B,
Tachinidae.E - Syrphidae.C,-0.485802997,-0.972594405,0.087785917,0.95,mode,hdi,Tachinidae.E,Syrphidae.C,E,C,
Tachinidae.E - Syrphidae.D,-0.253761203,-0.8412253,0.297833763,0.95,mode,hdi,Tachinidae.E,Syrphidae.D,E,D,
Tachinidae.E - Syrphidae.E,-0.728022694,-1.180102828,-0.227527824,0.95,mode,hdi,Tachinidae.E,Syrphidae.E,E,E,
Tachinidae.E - Tachinidae.A,0.296579392,-0.306139372,0.958039999,0.95,mode,hdi,Tachinidae.E,Tachinidae.A,E,A,
Tachinidae.E - Tachinidae.B,-0.430171755,-1.107609019,0.30157446,0.95,mode,hdi,Tachinidae.E,Tachinidae.B,E,B,
Tachinidae.E - Tachinidae.C,-0.001426969,-0.570009978,0.517451251,0.95,mode,hdi,Tachinidae.E,Tachinidae.C,E,C,
Tachinidae.E - Tachinidae.D,0.101907629,-0.539405648,0.777051102,0.95,mode,hdi,Tachinidae.E,Tachinidae.D,E,D,
Vespidae.A - Andrenidae.A,-0.136441016,-0.417635214,0.24031603,0.95,mode,hdi,Vespidae.A,Andrenidae.A,A,A,
Vespidae.A - Andrenidae.B,-0.514857389,-1.093185167,0.112412923,0.95,mode,hdi,Vespidae.A,Andrenidae.B,A,B,
Vespidae.A - Andrenidae.C,-0.152766668,-0.526354608,0.22928196,0.95,mode,hdi,Vespidae.A,Andrenidae.C,A,C,
Vespidae.A - Andrenidae.D,-0.262100695,-0.679364127,0.250405511,0.95,mode,hdi,Vespidae.A,Andrenidae.D,A,D,
Vespidae.A - Andrenidae.E,-0.133242912,-0.680750785,0.480517503,0.95,mode,hdi,Vespidae.A,Andrenidae.E,A,E,
Vespidae.A - Anthomyiidae.A,0.10411114,-0.678970886,0.9907775,0.95,mode,hdi,Vespidae.A,Anthomyiidae.A,A,A,
Vespidae.A - Anthomyiidae.B,-0.393428629,-1.41042224,0.527001506,0.95,mode,hdi,Vespidae.A,Anthomyiidae.B,A,B,
Vespidae.A - Anthomyiidae.C,-0.294105111,-0.698904595,0.113576273,0.95,mode,hdi,Vespidae.A,Anthomyiidae.C,A,C,
Vespidae.A - Anthomyiidae.D,0.160107467,-0.410436149,0.699017707,0.95,mode,hdi,Vespidae.A,Anthomyiidae.D,A,D,
Vespidae.A - Anthomyiidae.E,0.18306359,-0.39596064,0.802802717,0.95,mode,hdi,Vespidae.A,Anthomyiidae.E,A,E,
Vespidae.A - Apidae.A,-0.97775261,-1.1917364,-0.762047172,0.95,mode,hdi,Vespidae.A,Apidae.A,A,A,
Vespidae.A - Apidae.B,-1.057424704,-1.643064287,-0.581509234,0.95,mode,hdi,Vespidae.A,Apidae.B,A,B,
Vespidae.A - Apidae.C,-0.751800377,-1.116847783,-0.401392831,0.95,mode,hdi,Vespidae.A,Apidae.C,A,C,
Vespidae.A - Apidae.D,-0.860485012,-1.268546142,-0.378672419,0.95,mode,hdi,Vespidae.A,Apidae.D,A,D,
Vespidae.A - Apidae.E,-0.489944807,-1.029098066,0.004710471,0.95,mode,hdi,Vespidae.A,Apidae.E,A,E,
Vespidae.A - Bombyliidae.A,-0.488916847,-0.789773398,-0.154414629,0.95,mode,hdi,Vespidae.A,Bombyliidae.A,A,A,
Vespidae.A - Bombyliidae.B,-0.602697299,-1.15961392,-0.047215006,0.95,mode,hdi,Vespidae.A,Bombyliidae.B,A,B,
Vespidae.A - Bombyliidae.C,-0.12990366,-0.540117002,0.263379477,0.95,mode,hdi,Vespidae.A,Bombyliidae.C,A,C,
Vespidae.A - Bombyliidae.D,0.013700366,-0.609041024,0.57899236,0.95,mode,hdi,Vespidae.A,Bombyliidae.D,A,D,
Vespidae.A - Bombyliidae.E,-0.05521959,-0.671715912,0.506348573,0.95,mode,hdi,Vespidae.A,Bombyliidae.E,A,E,
Vespidae.A - Calliphoridae.A,-0.232711165,-0.462223022,0.033560366,0.95,mode,hdi,Vespidae.A,Calliphoridae.A,A,A,
Vespidae.A - Calliphoridae.B,-0.450805658,-1.079983327,0.091067654,0.95,mode,hdi,Vespidae.A,Calliphoridae.B,A,B,
Vespidae.A - Calliphoridae.C,-0.119935981,-0.550615315,0.22606284,0.95,mode,hdi,Vespidae.A,Calliphoridae.C,A,C,
Vespidae.A - Calliphoridae.D,0.070344448,-0.520777962,0.526586955,0.95,mode,hdi,Vespidae.A,Calliphoridae.D,A,D,
Vespidae.A - Calliphoridae.E,0.149349966,-0.512062192,0.750299402,0.95,mode,hdi,Vespidae.A,Calliphoridae.E,A,E,
Vespidae.A - Colletidae.A,-0.058566734,-0.553309633,0.470718687,0.95,mode,hdi,Vespidae.A,Colletidae.A,A,A,
Vespidae.A - Colletidae.B,-0.280215913,-0.940893963,0.376814074,0.95,mode,hdi,Vespidae.A,Colletidae.B,A,B,
Vespidae.A - Colletidae.C,-0.19488015,-0.555116113,0.215867467,0.95,mode,hdi,Vespidae.A,Colletidae.C,A,C,
Vespidae.A - Colletidae.D,-0.212399594,-0.680302514,0.402438176,0.95,mode,hdi,Vespidae.A,Colletidae.D,A,D,
Vespidae.A - Colletidae.E,0.367462722,-0.402773601,0.997581333,0.95,mode,hdi,Vespidae.A,Colletidae.E,A,E,
Vespidae.A - Crabronidae.A,0.239515517,-0.189121124,0.777010592,0.95,mode,hdi,Vespidae.A,Crabronidae.A,A,A,
Vespidae.A - Crabronidae.B,0.073187332,-0.776468847,0.869192361,0.95,mode,hdi,Vespidae.A,Crabronidae.B,A,B,
Vespidae.A - Crabronidae.C,0.242613596,-0.19646883,0.64886726,0.95,mode,hdi,Vespidae.A,Crabronidae.C,A,C,
Vespidae.A - Crabronidae.D,0.478968239,-0.310615111,1.29881585,0.95,mode,hdi,Vespidae.A,Crabronidae.D,A,D,
Vespidae.A - Crabronidae.E,0.059227695,-0.737203474,1.011377542,0.95,mode,hdi,Vespidae.A,Crabronidae.E,A,E,
Vespidae.A - Halictidae.A,-1.021868332,-1.239622278,-0.762422115,0.95,mode,hdi,Vespidae.A,Halictidae.A,A,A,
Vespidae.A - Halictidae.B,-1.242339154,-1.772986047,-0.668232903,0.95,mode,hdi,Vespidae.A,Halictidae.B,A,B,
Vespidae.A - Halictidae.C,-0.50213564,-0.906370134,-0.18215563,0.95,mode,hdi,Vespidae.A,Halictidae.C,A,C,
Vespidae.A - Halictidae.D,-0.491431662,-0.960955874,-0.032322553,0.95,mode,hdi,Vespidae.A,Halictidae.D,A,D,
Vespidae.A - Halictidae.E,-0.340445983,-1.064756967,0.370087247,0.95,mode,hdi,Vespidae.A,Halictidae.E,A,E,
Vespidae.A - Megachilidae.A,-0.058350176,-0.360407664,0.248233448,0.95,mode,hdi,Vespidae.A,Megachilidae.A,A,A,
Vespidae.A - Megachilidae.B,-0.298755737,-0.920350554,0.29041991,0.95,mode,hdi,Vespidae.A,Megachilidae.B,A,B,
Vespidae.A - Megachilidae.C,0.055803617,-0.391395367,0.404779064,0.95,mode,hdi,Vespidae.A,Megachilidae.C,A,C,
Vespidae.A - Megachilidae.D,0.031653022,-0.473326541,0.544686212,0.95,mode,hdi,Vespidae.A,Megachilidae.D,A,D,
Vespidae.A - Megachilidae.E,-0.481855042,-1.080666828,0.110293521,0.95,mode,hdi,Vespidae.A,Megachilidae.E,A,E,
Vespidae.A - Muscidae.A,-0.059201999,-0.298597272,0.239245319,0.95,mode,hdi,Vespidae.A,Muscidae.A,A,A,
Vespidae.A - Muscidae.B,-0.075539042,-0.725784023,0.574154893,0.95,mode,hdi,Vespidae.A,Muscidae.B,A,B,
Vespidae.A - Muscidae.C,-0.343588743,-0.741000442,0.042747134,0.95,mode,hdi,Vespidae.A,Muscidae.C,A,C,
Vespidae.A - Muscidae.D,-0.509259833,-0.99247285,-0.037233521,0.95,mode,hdi,Vespidae.A,Muscidae.D,A,D,
Vespidae.A - Muscidae.E,-0.424392121,-0.920293729,0.127621972,0.95,mode,hdi,Vespidae.A,Muscidae.E,A,E,
Vespidae.A - Nymphalidae.A,0.228472238,-0.18613548,0.519648158,0.95,mode,hdi,Vespidae.A,Nymphalidae.A,A,A,
Vespidae.A - Nymphalidae.B,-1.340723385,-1.920660797,-0.56630954,0.95,mode,hdi,Vespidae.A,Nymphalidae.B,A,B,
Vespidae.A - Nymphalidae.C,-0.115169545,-0.474780767,0.294840122,0.95,mode,hdi,Vespidae.A,Nymphalidae.C,A,C,
Vespidae.A - Nymphalidae.D,0.150873308,-0.275877574,0.72194371,0.95,mode,hdi,Vespidae.A,Nymphalidae.D,A,D,
Vespidae.A - Nymphalidae.E,-0.565711856,-1.044268502,0.024245999,0.95,mode,hdi,Vespidae.A,Nymphalidae.E,A,E,
Vespidae.A - Sarcophagidae.A,0.22382059,-0.109258582,0.530729295,0.95,mode,hdi,Vespidae.A,Sarcophagidae.A,A,A,
Vespidae.A - Sarcophagidae.B,-0.087983329,-0.715163532,0.463270079,0.95,mode,hdi,Vespidae.A,Sarcophagidae.B,A,B,
Vespidae.A - Sarcophagidae.C,0.070701529,-0.305001796,0.577418882,0.95,mode,hdi,Vespidae.A,Sarcophagidae.C,A,C,
Vespidae.A - Sarcophagidae.D,0.13557222,-0.580176469,0.836689614,0.95,mode,hdi,Vespidae.A,Sarcophagidae.D,A,D,
Vespidae.A - Sarcophagidae.E,-0.056105985,-1.470978419,1.331041818,0.95,mode,hdi,Vespidae.A,Sarcophagidae.E,A,E,
Vespidae.A - Syrphidae.A,-0.038152728,-0.271037089,0.17103089,0.95,mode,hdi,Vespidae.A,Syrphidae.A,A,A,
Vespidae.A - Syrphidae.B,-0.43567199,-1.04696444,0.038616138,0.95,mode,hdi,Vespidae.A,Syrphidae.B,A,B,
Vespidae.A - Syrphidae.C,-0.427276211,-0.787239833,-0.069200393,0.95,mode,hdi,Vespidae.A,Syrphidae.C,A,C,
Vespidae.A - Syrphidae.D,-0.223290131,-0.708477623,0.147196129,0.95,mode,hdi,Vespidae.A,Syrphidae.D,A,D,
Vespidae.A - Syrphidae.E,-0.678630987,-1.185070164,-0.205245556,0.95,mode,hdi,Vespidae.A,Syrphidae.E,A,E,
Vespidae.A - Tachinidae.A,0.339026469,-0.009930266,0.683895204,0.95,mode,hdi,Vespidae.A,Tachinidae.A,A,A,
Vespidae.A - Tachinidae.B,-0.427994106,-0.972344913,0.226243266,0.95,mode,hdi,Vespidae.A,Tachinidae.B,A,B,
Vespidae.A - Tachinidae.C,0.017559095,-0.377593233,0.395370362,0.95,mode,hdi,Vespidae.A,Tachinidae.C,A,C,
Vespidae.A - Tachinidae.D,0.13191963,-0.379362895,0.684586616,0.95,mode,hdi,Vespidae.A,Tachinidae.D,A,D,
Vespidae.A - Tachinidae.E,0.00379738,-0.574087192,0.591573148,0.95,mode,hdi,Vespidae.A,Tachinidae.E,A,E,
Vespidae.B - Andrenidae.A,0.664781736,0.028451813,1.34723677,0.95,mode,hdi,Vespidae.B,Andrenidae.A,B,A,
Vespidae.B - Andrenidae.B,0.282612363,-0.311013356,0.799880923,0.95,mode,hdi,Vespidae.B,Andrenidae.B,B,B,
Vespidae.B - Andrenidae.C,0.594303369,0.049644278,1.201881859,0.95,mode,hdi,Vespidae.B,Andrenidae.C,B,C,
Vespidae.B - Andrenidae.D,0.514860971,-0.128576981,1.141685897,0.95,mode,hdi,Vespidae.B,Andrenidae.D,B,D,
Vespidae.B - Andrenidae.E,0.680545187,-0.025097922,1.354269152,0.95,mode,hdi,Vespidae.B,Andrenidae.E,B,E,
Vespidae.B - Anthomyiidae.A,0.839735133,-0.040536243,1.941228917,0.95,mode,hdi,Vespidae.B,Anthomyiidae.A,B,A,
Vespidae.B - Anthomyiidae.B,0.380094033,-0.510391109,1.332724721,0.95,mode,hdi,Vespidae.B,Anthomyiidae.B,B,B,
Vespidae.B - Anthomyiidae.C,0.417543455,-0.127376308,1.04282118,0.95,mode,hdi,Vespidae.B,Anthomyiidae.C,B,C,
Vespidae.B - Anthomyiidae.D,0.942031243,0.23429509,1.658370663,0.95,mode,hdi,Vespidae.B,Anthomyiidae.D,B,D,
Vespidae.B - Anthomyiidae.E,1.028763717,0.210641776,1.625719565,0.95,mode,hdi,Vespidae.B,Anthomyiidae.E,B,E,
Vespidae.B - Apidae.A,-0.300606205,-0.841677931,0.386416621,0.95,mode,hdi,Vespidae.B,Apidae.A,B,A,
Vespidae.B - Apidae.B,-0.318684784,-0.799719336,0.136504098,0.95,mode,hdi,Vespidae.B,Apidae.B,B,B,
