"","db","PGenus","family"
"6512","ncbi","Cistus","Cistaceae"
"6513","ncbi","Lavandula","Lamiaceae"
"6514","ncbi","Stauracanthus","Fabaceae"
"6515","ncbi","Halimium","Cistaceae"
"6516","ncbi","Daphne","Thymelaeaceae"
"6517","ncbi","Daphne","Thymelaeaceae"
"6518","ncbi","Daphne","Thymelaeaceae"
"6519","ncbi","Lavandula","Lamiaceae"
"6520","ncbi","Lavandula","Lamiaceae"
"6521","ncbi","Osyris","Santalaceae"
"6522","ncbi","Cistus","Cistaceae"
"6523","ncbi","Asparagus","Asparagaceae"
"6524","ncbi","Daphne","Thymelaeaceae"
"6525","ncbi","Daphne","Thymelaeaceae"
"6526","ncbi","Helichrysum","Asteraceae"
"6527","ncbi","Halimium","Cistaceae"
"6528","ncbi","Armeria","Plumbaginaceae"
"6529","ncbi","Cistus","Cistaceae"
"6530","ncbi","Cistus","Cistaceae"
"6531","ncbi","Daphne","Thymelaeaceae"
"6532","ncbi","Lavandula","Lamiaceae"
"6533","ncbi","Daphne","Thymelaeaceae"
"6534","ncbi","Calluna","Ericaceae"
"6535","ncbi","Lavandula","Lamiaceae"
"6536","ncbi","Daphne","Thymelaeaceae"
"6537","ncbi","Helichrysum","Asteraceae"
"6538","ncbi","Daphne","Thymelaeaceae"
"6539","ncbi","Daphne","Thymelaeaceae"
"6540","ncbi","Daphne","Thymelaeaceae"
"6541","ncbi","Daphne","Thymelaeaceae"
"6542","ncbi","Daphne","Thymelaeaceae"
"6543","ncbi","Daphne","Thymelaeaceae"
"6544","ncbi","Daphne","Thymelaeaceae"
"6545","ncbi","Armeria","Plumbaginaceae"
"6546","ncbi","Rubus","Rosaceae"
"6547","ncbi","Daphne","Thymelaeaceae"
"6548","ncbi","Daphne","Thymelaeaceae"
"6549","ncbi","Daphne","Thymelaeaceae"
"6550","ncbi","Osyris","Santalaceae"
"6551","ncbi","Cistus","Cistaceae"
"6552","ncbi","Daphne","Thymelaeaceae"
"6553","ncbi","Myrtus","Myrtaceae"
"6554","ncbi","Calluna","Ericaceae"
"6555","ncbi","Daphne","Thymelaeaceae"
"6556","ncbi","Daphne","Thymelaeaceae"
"6557","ncbi","Halimium","Cistaceae"
"6558","ncbi","Daphne","Thymelaeaceae"
"6559","ncbi","Rosmarinus","Lamiaceae"
"6560","ncbi","Daphne","Thymelaeaceae"
"6561","ncbi","Daphne","Thymelaeaceae"
"6562","ncbi","Armeria","Plumbaginaceae"
"6563","ncbi","Daphne","Thymelaeaceae"
"6564","ncbi","Cistus","Cistaceae"
"6565","ncbi","Daphne","Thymelaeaceae"
"6566","ncbi","Daphne","Thymelaeaceae"
"6567","ncbi","Osyris","Santalaceae"
"6568","ncbi","Thymus","Lamiaceae"
"6569","ncbi","Daphne","Thymelaeaceae"
"6570","ncbi","Daphne","Thymelaeaceae"
"6571","ncbi","Daphne","Thymelaeaceae"
"6572","ncbi","Daphne","Thymelaeaceae"
"6573","ncbi","Daphne","Thymelaeaceae"
"6574","ncbi","Thymus","Lamiaceae"
"6575","ncbi","Osyris","Santalaceae"
"6576","ncbi","Cistus","Cistaceae"
"6577","ncbi","Daphne","Thymelaeaceae"
"6578","ncbi","Chamaerops","Arecaceae"
"6579","ncbi","Armeria","Plumbaginaceae"
"6580","ncbi","Armeria","Plumbaginaceae"
"6581","ncbi","Daphne","Thymelaeaceae"
"6582","ncbi","Halimium","Cistaceae"
"6583","ncbi","Chamaerops","Arecaceae"
"6584","ncbi","Cistus","Cistaceae"
"6585","ncbi","Halimium","Cistaceae"
"6586","ncbi","Daphne","Thymelaeaceae"
"6587","ncbi","Daphne","Thymelaeaceae"
"6588","ncbi","Centaurea","Asteraceae"
"6589","ncbi","Daucus","Apiaceae"
"6590","ncbi","Eupatorium","Asteraceae"
"6591","ncbi","Knautia","Caprifoliaceae"
"6592","ncbi","Leontodon","Asteraceae"
"6593","ncbi","Leontodon","Asteraceae"
"6594","ncbi","Trifolium","Fabaceae"
"6595","ncbi","Angelica","Apiaceae"
"6596","ncbi","Daucus","Apiaceae"
"6597","ncbi","Eupatorium","Asteraceae"
"6598","ncbi","Knautia","Caprifoliaceae"
"6599","ncbi","Leontodon","Asteraceae"
"6600","ncbi","Leontodon","Asteraceae"
"6601","ncbi","Linum","Linaceae"
"6602","ncbi","Rubus","Rosaceae"
"6603","ncbi","Torilis","Apiaceae"
"6604","ncbi","Trifolium","Fabaceae"
"6605","ncbi","Centaurea","Asteraceae"
"6606","ncbi","Centaurea","Asteraceae"
"6607","ncbi","Knautia","Caprifoliaceae"
"6608","ncbi","Lathyrus","Fabaceae"
"6609","ncbi","Lotus","Fabaceae"
"6610","ncbi","Trifolium","Fabaceae"
"6611","ncbi","Daucus","Apiaceae"
"6612","ncbi","Knautia","Caprifoliaceae"
"6613","ncbi","Eupatorium","Asteraceae"
"6614","ncbi","Centaurea","Asteraceae"
"6615","ncbi","Lotus","Fabaceae"
"6616","ncbi","Trifolium","Fabaceae"
"6617","ncbi","Eupatorium","Asteraceae"
"6618","ncbi","Knautia","Caprifoliaceae"
"6619","ncbi","Leontodon","Asteraceae"
"6620","ncbi","Torilis","Apiaceae"
"6621","ncbi","Trifolium","Fabaceae"
"6622","ncbi","Centaurea","Asteraceae"
"6623","ncbi","Chamerion","Onagraceae"
"6624","ncbi","Daucus","Apiaceae"
"6625","ncbi","Trifolium","Fabaceae"
"6626","ncbi","Aethusa","Apiaceae"
"6627","ncbi","Agrimonia","Rosaceae"
"6628","ncbi","Centaurea","Asteraceae"
"6629","ncbi","Clematis","Ranunculaceae"
"6630","ncbi","Convolvulus","Convolvulaceae"
"6631","ncbi","Daucus","Apiaceae"
"6632","ncbi","Eupatorium","Asteraceae"
"6633","ncbi","Hypochoeris","Asteraceae"
"6634","ncbi","Leontodon","Asteraceae"
"6635","ncbi","Leontodon","Asteraceae"
"6636","ncbi","Linum","Linaceae"
"6637","ncbi","Senecio","Asteraceae"
"6638","ncbi","Torilis","Apiaceae"
"6639","ncbi","Trifolium","Fabaceae"
"6640","ncbi","Aethusa","Apiaceae"
"6641","ncbi","Daucus","Apiaceae"
"6642","ncbi","Torilis","Apiaceae"
"6643","ncbi","Agrimonia","Rosaceae"
"6644","ncbi","Daucus","Apiaceae"
"6645","ncbi","Leontodon","Asteraceae"
"6646","ncbi","Hypochoeris","Asteraceae"
"6647","ncbi","Leontodon","Asteraceae"
"6648","ncbi","Eupatorium","Asteraceae"
"6649","ncbi","Centaurea","Asteraceae"
"6650","ncbi","Knautia","Caprifoliaceae"
"6651","ncbi","Agrimonia","Rosaceae"
"6652","ncbi","Centaurea","Asteraceae"
"6653","ncbi","Chamerion","Onagraceae"
"6654","ncbi","Convolvulus","Convolvulaceae"
"6655","ncbi","Crepis","Asteraceae"
"6656","ncbi","Daucus","Apiaceae"
"6657","ncbi","Eupatorium","Asteraceae"
"6658","ncbi","Hypochoeris","Asteraceae"
"6659","ncbi","Knautia","Caprifoliaceae"
"6660","ncbi","Leontodon","Asteraceae"
"6661","ncbi","Leontodon","Asteraceae"
"6662","ncbi","Leontodon","Asteraceae"
"6663","ncbi","Linum","Linaceae"
"6664","ncbi","Medicago","Fabaceae"
"6665","ncbi","Senecio","Asteraceae"
"6666","ncbi","Torilis","Apiaceae"
"6667","ncbi","Trifolium","Fabaceae"
"6668","ncbi","Daucus","Apiaceae"
"6669","ncbi","Torilis","Apiaceae"
"6670","ncbi","Aethusa","Apiaceae"
"6671","ncbi","Agrimonia","Rosaceae"
"6672","ncbi","Crepis","Asteraceae"
"6673","ncbi","Daucus","Apiaceae"
"6674","ncbi","Hypochoeris","Asteraceae"
"6675","ncbi","Linum","Linaceae"
"6676","ncbi","Plantago","Plantaginaceae"
"6677","ncbi","Senecio","Asteraceae"
"6678","ncbi","Torilis","Apiaceae"
"6679","ncbi","Daucus","Apiaceae"
"6680","ncbi","Knautia","Caprifoliaceae"
"6681","ncbi","Leontodon","Asteraceae"
"6682","ncbi","Aethusa","Apiaceae"
"6683","ncbi","Agrimonia","Rosaceae"
"6684","ncbi","Angelica","Apiaceae"
"6685","ncbi","Centaurea","Asteraceae"
"6686","ncbi","Chamerion","Onagraceae"
"6687","ncbi","Clematis","Ranunculaceae"
"6688","ncbi","Crepis","Asteraceae"
"6689","ncbi","Daucus","Apiaceae"
"6690","ncbi","Eupatorium","Asteraceae"
"6691","ncbi","Hypochoeris","Asteraceae"
"6692","ncbi","Knautia","Caprifoliaceae"
"6693","ncbi","Leontodon","Asteraceae"
"6694","ncbi","Leontodon","Asteraceae"
"6695","ncbi","Leontodon","Asteraceae"
"6696","ncbi","Linum","Linaceae"
"6697","ncbi","Senecio","Asteraceae"
"6698","ncbi","Torilis","Apiaceae"
"6699","ncbi","Trifolium","Fabaceae"
"6700","ncbi","Aethusa","Apiaceae"
"6701","ncbi","Agrimonia","Rosaceae"
"6702","ncbi","Centaurea","Asteraceae"
"6703","ncbi","Chamerion","Onagraceae"
"6704","ncbi","Daucus","Apiaceae"
"6705","ncbi","Eupatorium","Asteraceae"
"6706","ncbi","Euphrasia","Orobanchaceae"
"6707","ncbi","Hypochoeris","Asteraceae"
"6708","ncbi","Knautia","Caprifoliaceae"
"6709","ncbi","Leontodon","Asteraceae"
"6710","ncbi","Leontodon","Asteraceae"
"6711","ncbi","Linum","Linaceae"
"6712","ncbi","Torilis","Apiaceae"
"6713","ncbi","Trifolium","Fabaceae"
"6714","ncbi","Aethusa","Apiaceae"
"6715","ncbi","Angelica","Apiaceae"
"6716","ncbi","Centaurea","Asteraceae"
"6717","ncbi","Crepis","Asteraceae"
"6718","ncbi","Daucus","Apiaceae"
"6719","ncbi","Eupatorium","Asteraceae"
"6720","ncbi","Leontodon","Asteraceae"
"6721","ncbi","Leontodon","Asteraceae"
"6722","ncbi","Torilis","Apiaceae"
"6723","ncbi","Aethusa","Apiaceae"
"6724","ncbi","Chamerion","Onagraceae"
"6725","ncbi","Clematis","Ranunculaceae"
"6726","ncbi","Crepis","Asteraceae"
"6727","ncbi","Daucus","Apiaceae"
"6728","ncbi","Leontodon","Asteraceae"
"6729","ncbi","Senecio","Asteraceae"
"6730","ncbi","Torilis","Apiaceae"
"6731","ncbi","Centaurea","Asteraceae"
"6732","ncbi","Chamerion","Onagraceae"
"6733","ncbi","Convolvulus","Convolvulaceae"
"6734","ncbi","Crepis","Asteraceae"
"6735","ncbi","Daucus","Apiaceae"
"6736","ncbi","Hypochoeris","Asteraceae"
"6737","ncbi","Leontodon","Asteraceae"
"6738","ncbi","Leontodon","Asteraceae"
"6739","ncbi","Linum","Linaceae"
"6740","ncbi","Medicago","Fabaceae"
"6741","ncbi","Senecio","Asteraceae"
"6742","ncbi","Trifolium","Fabaceae"
"6743","ncbi","Angelica","Apiaceae"
"6744","ncbi","Clematis","Ranunculaceae"
"6745","ncbi","Crepis","Asteraceae"
"6746","ncbi","Daucus","Apiaceae"
"6747","ncbi","Eupatorium","Asteraceae"
"6748","ncbi","Euphrasia","Orobanchaceae"
"6749","ncbi","Leontodon","Asteraceae"
"6750","ncbi","Torilis","Apiaceae"
"6751","ncbi","Aethusa","Apiaceae"
"6752","ncbi","Angelica","Apiaceae"
"6753","ncbi","Crepis","Asteraceae"
"6754","ncbi","Daucus","Apiaceae"
"6755","ncbi","Knautia","Caprifoliaceae"
"6756","ncbi","Leontodon","Asteraceae"
"6757","ncbi","Torilis","Apiaceae"
"6758","ncbi","Aethusa","Apiaceae"
"6759","ncbi","Centaurea","Asteraceae"
"6760","ncbi","Crepis","Asteraceae"
"6761","ncbi","Daucus","Apiaceae"
"6762","ncbi","Eupatorium","Asteraceae"
"6763","ncbi","Knautia","Caprifoliaceae"
"6764","ncbi","Leontodon","Asteraceae"
"6765","ncbi","Trifolium","Fabaceae"
"6766","ncbi","Aethusa","Apiaceae"
"6767","ncbi","Chamerion","Onagraceae"
"6768","ncbi","Daucus","Apiaceae"
"6769","ncbi","Eupatorium","Asteraceae"
"6770","ncbi","Torilis","Apiaceae"
"6771","ncbi","Crepis","Asteraceae"
"6772","ncbi","Daucus","Apiaceae"
"6773","ncbi","Lathyrus","Fabaceae"
"6774","ncbi","Leontodon","Asteraceae"
"6775","ncbi","Senecio","Asteraceae"
"6776","ncbi","Torilis","Apiaceae"
"6777","ncbi","Angelica","Apiaceae"
"6778","ncbi","Daucus","Apiaceae"
"6779","ncbi","Eupatorium","Asteraceae"
"6780","ncbi","Knautia","Caprifoliaceae"
"6781","ncbi","Leontodon","Asteraceae"
"6782","ncbi","Leontodon","Asteraceae"
"6783","ncbi","Daucus","Apiaceae"
"6784","ncbi","Eupatorium","Asteraceae"
"6785","ncbi","Torilis","Apiaceae"
"6786","ncbi","Agrimonia","Rosaceae"
"6787","ncbi","Crepis","Asteraceae"
"6788","ncbi","Hypochoeris","Asteraceae"
"6789","ncbi","Leontodon","Asteraceae"
"6790","ncbi","Aethusa","Apiaceae"
"6791","ncbi","Daucus","Apiaceae"
"6792","ncbi","Torilis","Apiaceae"
"6793","ncbi","Chamerion","Onagraceae"
"6794","ncbi","Crepis","Asteraceae"
"6795","ncbi","Daucus","Apiaceae"
"6796","ncbi","Leontodon","Asteraceae"
"6797","ncbi","Plantago","Plantaginaceae"
"6798","ncbi","Torilis","Apiaceae"
"6799","ncbi","Trifolium","Fabaceae"
"6800","ncbi","Agrimonia","Rosaceae"
"6801","ncbi","Daucus","Apiaceae"
"6802","ncbi","Plantago","Plantaginaceae"
"6803","ncbi","Daucus","Apiaceae"
"6804","ncbi","Eupatorium","Asteraceae"
"6805","ncbi","Knautia","Caprifoliaceae"
"6806","ncbi","Angelica","Apiaceae"
"6807","ncbi","Daucus","Apiaceae"
"6808","ncbi","Eupatorium","Asteraceae"
"6809","ncbi","Leontodon","Asteraceae"
"6810","ncbi","Aethusa","Apiaceae"
"6811","ncbi","Daucus","Apiaceae"
"6812","ncbi","Knautia","Caprifoliaceae"
"6813","ncbi","Trifolium","Fabaceae"
"6814","ncbi","Centaurea","Asteraceae"
"6815","ncbi","Daucus","Apiaceae"
"6816","ncbi","Eupatorium","Asteraceae"
"6817","ncbi","Torilis","Apiaceae"
"6818","ncbi","Centaurea","Asteraceae"
"6819","ncbi","Euphrasia","Orobanchaceae"
"6820","ncbi","Leontodon","Asteraceae"
"6821","ncbi","Torilis","Apiaceae"
"6822","ncbi","Daucus","Apiaceae"
"6823","ncbi","Euphrasia","Orobanchaceae"
"6824","ncbi","Leontodon","Asteraceae"
"6825","ncbi","Centaurea","Asteraceae"
"6826","ncbi","Eupatorium","Asteraceae"
"6827","ncbi","Knautia","Caprifoliaceae"
"6828","ncbi","Chamerion","Onagraceae"
"6829","ncbi","Daucus","Apiaceae"
"6830","ncbi","Knautia","Caprifoliaceae"
"6831","ncbi","Leontodon","Asteraceae"
"6832","ncbi","Daucus","Apiaceae"
"6833","ncbi","Daucus","Apiaceae"
"6834","ncbi","Leontodon","Asteraceae"
"6835","ncbi","Daucus","Apiaceae"
"6836","ncbi","Daucus","Apiaceae"
"6837","ncbi","Chamerion","Onagraceae"
"6838","ncbi","Leontodon","Asteraceae"
"6839","ncbi","Leontodon","Asteraceae"
"6840","ncbi","Eupatorium","Asteraceae"
"6841","ncbi","Knautia","Caprifoliaceae"
"6842","ncbi","Leontodon","Asteraceae"
"6843","ncbi","Knautia","Caprifoliaceae"
"6844","ncbi","Leontodon","Asteraceae"
"6845","ncbi","Leontodon","Asteraceae"
"6846","ncbi","Trifolium","Fabaceae"
"6847","ncbi","Daucus","Apiaceae"
"6848","ncbi","Leontodon","Asteraceae"
"6849","ncbi","Leontodon","Asteraceae"
"6850","ncbi","Daucus","Apiaceae"
"6851","ncbi","Leontodon","Asteraceae"
"6852","ncbi","Leontodon","Asteraceae"
"6853","ncbi","Senecio","Asteraceae"
"6854","ncbi","Angelica","Apiaceae"
"6855","ncbi","Daucus","Apiaceae"
"6856","ncbi","Torilis","Apiaceae"
"6857","ncbi","Leontodon","Asteraceae"
"6858","ncbi","Leontodon","Asteraceae"
"6859","ncbi","Centaurea","Asteraceae"
"6860","ncbi","Eupatorium","Asteraceae"
"6861","ncbi","Torilis","Apiaceae"
"6862","ncbi","Hypochoeris","Asteraceae"
"6863","ncbi","Torilis","Apiaceae"
"6864","ncbi","Centaurea","Asteraceae"
"6865","ncbi","Knautia","Caprifoliaceae"
"6866","ncbi","Centaurea","Asteraceae"
"6867","ncbi","Torilis","Apiaceae"
"6868","ncbi","Leontodon","Asteraceae"
"6869","ncbi","Hypochoeris","Asteraceae"
"6870","ncbi","Leontodon","Asteraceae"
"6871","ncbi","Daucus","Apiaceae"
"6872","ncbi","Torilis","Apiaceae"
"6873","ncbi","Trifolium","Fabaceae"
"6874","ncbi","Daucus","Apiaceae"
"6875","ncbi","Daucus","Apiaceae"
"6876","ncbi","Trifolium","Fabaceae"
"6877","ncbi","Eupatorium","Asteraceae"
"6878","ncbi","Daucus","Apiaceae"
"6879","ncbi","Daucus","Apiaceae"
"6880","ncbi","Centaurea","Asteraceae"
"6881","ncbi","Daucus","Apiaceae"
"6882","ncbi","Eupatorium","Asteraceae"
"6883","ncbi","Angelica","Apiaceae"
"6884","ncbi","Daucus","Apiaceae"
"6885","ncbi","Leontodon","Asteraceae"
"6886","ncbi","Leontodon","Asteraceae"
"6887","ncbi","Cirsium","Asteraceae"
"6888","ncbi","Senecio","Asteraceae"
"6889","ncbi","Tripleurospermum","Asteraceae"
"6890","ncbi","Calystegia","Convolvulaceae"
"6891","ncbi","Cirsium","Asteraceae"
"6892","ncbi","Cirsium","Asteraceae"
"6893","ncbi","Echium","Boraginaceae"
"6894","ncbi","Eupatorium","Asteraceae"
"6895","ncbi","Melilotus","Fabaceae"
"6896","ncbi","Myosotis","Boraginaceae"
"6897","ncbi","Prunella","Lamiaceae"
"6898","ncbi","Silene","Caryophyllaceae"
"6899","ncbi","Stachys","Lamiaceae"
"6900","ncbi","Stachys","Lamiaceae"
"6901","ncbi","Trifolium","Fabaceae"
"6902","ncbi","Trifolium","Fabaceae"
"6903","ncbi","Verbascum","Scrophulariaceae"
"6904","ncbi","Vicia","Fabaceae"
"6905","ncbi","Cirsium","Asteraceae"
"6906","ncbi","Cirsium","Asteraceae"
"6907","ncbi","Silene","Caryophyllaceae"
"6908","ncbi","Trifolium","Fabaceae"
"6909","ncbi","Tripleurospermum","Asteraceae"
"6910","ncbi","Verbascum","Scrophulariaceae"
"6911","ncbi","Epilobium","Onagraceae"
"6912","ncbi","Geranium","Geraniaceae"
"6913","ncbi","Prunella","Lamiaceae"
"6914","ncbi","Ranunculus","Ranunculaceae"
"6915","ncbi","Silene","Caryophyllaceae"
"6916","ncbi","Stachys","Lamiaceae"
"6917","ncbi","Tanacetum","Asteraceae"
"6918","ncbi","Tripleurospermum","Asteraceae"
"6919","ncbi","Ranunculus","Ranunculaceae"
"6920","ncbi","Achillea","Asteraceae"
"6921","ncbi","Melilotus","Fabaceae"
"6922","ncbi","Silene","Caryophyllaceae"
"6923","ncbi","Tanacetum","Asteraceae"
"6924","ncbi","Trifolium","Fabaceae"
"6925","ncbi","Tripleurospermum","Asteraceae"
"6926","ncbi","Vicia","Fabaceae"
"6927","ncbi","Cirsium","Asteraceae"
"6928","ncbi","Lychnis","Caryophyllaceae"
"6929","ncbi","Cirsium","Asteraceae"
"6930","ncbi","Senecio","Asteraceae"
"6931","ncbi","Tripleurospermum","Asteraceae"
"6932","ncbi","Calystegia","Convolvulaceae"
"6933","ncbi","Cirsium","Asteraceae"
"6934","ncbi","Cirsium","Asteraceae"
"6935","ncbi","Eupatorium","Asteraceae"
"6936","ncbi","Sonchus","Asteraceae"
"6937","ncbi","Tanacetum","Asteraceae"
"6938","ncbi","Trifolium","Fabaceae"
"6939","ncbi","Trifolium","Fabaceae"
"6940","ncbi","Chaerophyllum","Apiaceae"
"6941","ncbi","Cirsium","Asteraceae"
"6942","ncbi","Melilotus","Fabaceae"
"6943","ncbi","Senecio","Asteraceae"
"6944","ncbi","Silene","Caryophyllaceae"
"6945","ncbi","Sonchus","Asteraceae"
"6946","ncbi","Sonchus","Asteraceae"
"6947","ncbi","Stachys","Lamiaceae"
"6948","ncbi","Tanacetum","Asteraceae"
"6949","ncbi","Tripleurospermum","Asteraceae"
"6950","ncbi","Sonchus","Asteraceae"
"6951","ncbi","Cirsium","Asteraceae"
"6952","ncbi","Epilobium","Onagraceae"
"6953","ncbi","Eupatorium","Asteraceae"
"6954","ncbi","Melilotus","Fabaceae"
"6955","ncbi","Tanacetum","Asteraceae"
"6956","ncbi","Tanacetum","Asteraceae"
"6957","ncbi","Tripleurospermum","Asteraceae"
"6958","ncbi","Sonchus","Asteraceae"
"6959","ncbi","Cirsium","Asteraceae"
"6960","ncbi","Eupatorium","Asteraceae"
"6961","ncbi","Aegopodium","Apiaceae"
"6962","ncbi","Calystegia","Convolvulaceae"
"6963","ncbi","Lapsana","Asteraceae"
"6964","ncbi","Stachys","Lamiaceae"
"6965","ncbi","Epilobium","Onagraceae"
"6966","ncbi","Ranunculus","Ranunculaceae"
"6967","ncbi","Sonchus","Asteraceae"
"6968","ncbi","Tanacetum","Asteraceae"
"6969","ncbi","Allium","Amaryllidaceae"
"6970","ncbi","Cirsium","Asteraceae"
"6971","ncbi","Tanacetum","Asteraceae"
"6972","ncbi","Vicia","Fabaceae"
"6973","ncbi","Achillea","Asteraceae"
"6974","ncbi","Aegopodium","Apiaceae"
"6975","ncbi","Angelica","Apiaceae"
"6976","ncbi","Calystegia","Convolvulaceae"
"6977","ncbi","Chaerophyllum","Apiaceae"
"6978","ncbi","Cirsium","Asteraceae"
"6979","ncbi","Cirsium","Asteraceae"
"6980","ncbi","Daucus","Apiaceae"
"6981","ncbi","Echium","Boraginaceae"
"6982","ncbi","Eupatorium","Asteraceae"
"6983","ncbi","Hypericum","Hypericaceae"
"6984","ncbi","Juncus","Juncaceae"
"6985","ncbi","Lapsana","Asteraceae"
"6986","ncbi","Melilotus","Fabaceae"
"6987","ncbi","Ranunculus","Ranunculaceae"
"6988","ncbi","Senecio","Asteraceae"
"6989","ncbi","Silene","Caryophyllaceae"
"6990","ncbi","Sonchus","Asteraceae"
"6991","ncbi","Sonchus","Asteraceae"
"6992","ncbi","Stachys","Lamiaceae"
"6993","ncbi","Stachys","Lamiaceae"
"6994","ncbi","Tanacetum","Asteraceae"
"6995","ncbi","Trifolium","Fabaceae"
"6996","ncbi","Tripleurospermum","Asteraceae"
"6997","ncbi","Verbascum","Scrophulariaceae"
"6998","ncbi","Aegopodium","Apiaceae"
"6999","ncbi","Allium","Amaryllidaceae"
"7000","ncbi","Chaerophyllum","Apiaceae"
"7001","ncbi","Cirsium","Asteraceae"
"7002","ncbi","Cirsium","Asteraceae"
"7003","ncbi","Echium","Boraginaceae"
"7004","ncbi","Eupatorium","Asteraceae"
"7005","ncbi","Lapsana","Asteraceae"
"7006","ncbi","Melilotus","Fabaceae"
"7007","ncbi","Ranunculus","Ranunculaceae"
"7008","ncbi","Senecio","Asteraceae"
"7009","ncbi","Silene","Caryophyllaceae"
"7010","ncbi","Stachys","Lamiaceae"
"7011","ncbi","Tanacetum","Asteraceae"
"7012","ncbi","Trifolium","Fabaceae"
"7013","ncbi","Tripleurospermum","Asteraceae"
"7014","ncbi","Achillea","Asteraceae"
"7015","ncbi","Angelica","Apiaceae"
"7016","ncbi","Chaerophyllum","Apiaceae"
"7017","ncbi","Chrysanthemum","Asteraceae"
"7018","ncbi","Cirsium","Asteraceae"
"7019","ncbi","Lapsana","Asteraceae"
"7020","ncbi","Malva","Malvaceae"
"7021","ncbi","Ranunculus","Ranunculaceae"
"7022","ncbi","Senecio","Asteraceae"
"7023","ncbi","Sonchus","Asteraceae"
"7024","ncbi","Sonchus","Asteraceae"
"7025","ncbi","Tripleurospermum","Asteraceae"
"7026","ncbi","Chamomilla","Asteraceae"
"7027","ncbi","Cirsium","Asteraceae"
"7028","ncbi","Geranium","Geraniaceae"
"7029","ncbi","Juncus","Juncaceae"
"7030","ncbi","Myosotis","Boraginaceae"
"7031","ncbi","Senecio","Asteraceae"
"7032","ncbi","Silene","Caryophyllaceae"
"7033","ncbi","Tanacetum","Asteraceae"
"7034","ncbi","Tripleurospermum","Asteraceae"
"7035","ncbi","Verbascum","Scrophulariaceae"
"7036","ncbi","Achillea","Asteraceae"
"7037","ncbi","Allium","Amaryllidaceae"
"7038","ncbi","Chaerophyllum","Apiaceae"
"7039","ncbi","Cirsium","Asteraceae"
"7040","ncbi","Echium","Boraginaceae"
"7041","ncbi","Juncus","Juncaceae"
"7042","ncbi","Lapsana","Asteraceae"
"7043","ncbi","Sonchus","Asteraceae"
"7044","ncbi","Tripleurospermum","Asteraceae"
"7045","ncbi","Verbascum","Scrophulariaceae"
"7046","ncbi","Achillea","Asteraceae"
"7047","ncbi","Angelica","Apiaceae"
"7048","ncbi","Cirsium","Asteraceae"
"7049","ncbi","Juncus","Juncaceae"
"7050","ncbi","Lychnis","Caryophyllaceae"
"7051","ncbi","Stachys","Lamiaceae"
"7052","ncbi","Tanacetum","Asteraceae"
"7053","ncbi","Tripleurospermum","Asteraceae"
"7054","ncbi","Verbascum","Scrophulariaceae"
"7055","ncbi","Vicia","Fabaceae"
"7056","ncbi","Achillea","Asteraceae"
"7057","ncbi","Angelica","Apiaceae"
"7058","ncbi","Chaerophyllum","Apiaceae"
"7059","ncbi","Daucus","Apiaceae"
"7060","ncbi","Geranium","Geraniaceae"
"7061","ncbi","Juncus","Juncaceae"
"7062","ncbi","Stachys","Lamiaceae"
"7063","ncbi","Trifolium","Fabaceae"
"7064","ncbi","Trifolium","Fabaceae"
"7065","ncbi","Vicia","Fabaceae"
"7066","ncbi","Angelica","Apiaceae"
"7067","ncbi","Chaerophyllum","Apiaceae"
"7068","ncbi","Melilotus","Fabaceae"
"7069","ncbi","Senecio","Asteraceae"
"7070","ncbi","Stachys","Lamiaceae"
"7071","ncbi","Trifolium","Fabaceae"
"7072","ncbi","Tripleurospermum","Asteraceae"
"7073","ncbi","Verbascum","Scrophulariaceae"
"7074","ncbi","Vicia","Fabaceae"
"7075","ncbi","Angelica","Apiaceae"
"7076","ncbi","Chaerophyllum","Apiaceae"
"7077","ncbi","Cirsium","Asteraceae"
"7078","ncbi","Lapsana","Asteraceae"
"7079","ncbi","Melilotus","Fabaceae"
"7080","ncbi","Senecio","Asteraceae"
"7081","ncbi","Sonchus","Asteraceae"
"7082","ncbi","Stachys","Lamiaceae"
"7083","ncbi","Vicia","Fabaceae"
"7084","ncbi","Achillea","Asteraceae"
"7085","ncbi","Cerastium","Caryophyllaceae"
"7086","ncbi","Cirsium","Asteraceae"
"7087","ncbi","Geranium","Geraniaceae"
"7088","ncbi","Lapsana","Asteraceae"
"7089","ncbi","Melilotus","Fabaceae"
"7090","ncbi","Silene","Caryophyllaceae"
"7091","ncbi","Trifolium","Fabaceae"
"7092","ncbi","Tripleurospermum","Asteraceae"
"7093","ncbi","Chamomilla","Asteraceae"
"7094","ncbi","Lapsana","Asteraceae"
"7095","ncbi","Myosotis","Boraginaceae"
"7096","ncbi","Silene","Caryophyllaceae"
"7097","ncbi","Stachys","Lamiaceae"
"7098","ncbi","Trifolium","Fabaceae"
"7099","ncbi","Verbascum","Scrophulariaceae"
"7100","ncbi","Veronica","Plantaginaceae"
"7101","ncbi","Vicia","Fabaceae"
"7102","ncbi","Achillea","Asteraceae"
"7103","ncbi","Chamomilla","Asteraceae"
"7104","ncbi","Epilobium","Onagraceae"
"7105","ncbi","Geranium","Geraniaceae"
"7106","ncbi","Melilotus","Fabaceae"
"7107","ncbi","Silene","Caryophyllaceae"
"7108","ncbi","Verbascum","Scrophulariaceae"
"7109","ncbi","Vicia","Fabaceae"
"7110","ncbi","Achillea","Asteraceae"
