"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2"
"11144","Syrphidae.D - Muscidae.E",0.627718218566243,0.151541028581308,1.14486395077345,0.95,"mode","hdi","Syrphidae.D","Muscidae.E"
"11145","Syrphidae.E - Muscidae.E",-0.564328552752821,-1.0489031505988,0.00438684135513867,0.95,"mode","hdi","Syrphidae.E","Muscidae.E"
"11146","Tachinidae.A - Muscidae.E",-1.40903872106648,-1.92869350983362,-0.818606607750726,0.95,"mode","hdi","Tachinidae.A","Muscidae.E"
"11147","Tachinidae.B - Muscidae.E",-1.19203819215845,-1.83789962854125,-0.59014690053114,0.95,"mode","hdi","Tachinidae.B","Muscidae.E"
"11148","Tachinidae.C - Muscidae.E",-1.44253580045589,-1.94827321030538,-0.956759666277056,0.95,"mode","hdi","Tachinidae.C","Muscidae.E"
"11149","Tachinidae.D - Muscidae.E",-1.76988509266137,-2.57860897615927,-1.04262298434697,0.95,"mode","hdi","Tachinidae.D","Muscidae.E"
"11150","Tachinidae.E - Muscidae.E",-1.61463576478086,-2.38740000369601,-0.985753077495902,0.95,"mode","hdi","Tachinidae.E","Muscidae.E"
"11151","Vespidae.A - Muscidae.E",-1.17068023579905,-1.63733600900528,-0.657550612171687,0.95,"mode","hdi","Vespidae.A","Muscidae.E"
"11152","Vespidae.B - Muscidae.E",-1.37815085576593,-2.19538142910346,-0.698165373894642,0.95,"mode","hdi","Vespidae.B","Muscidae.E"
"11153","Vespidae.C - Muscidae.E",-1.76067516975647,-2.25498903862377,-1.23327997740458,0.95,"mode","hdi","Vespidae.C","Muscidae.E"
"11154","Vespidae.D - Muscidae.E",-1.53100279987235,-2.71237286272283,-0.601772046672886,0.95,"mode","hdi","Vespidae.D","Muscidae.E"
"11155","Vespidae.E - Muscidae.E",-1.45790239069928,-2.44645397999166,-0.696585204089321,0.95,"mode","hdi","Vespidae.E","Muscidae.E"
"11156","Noctuidae.B - Noctuidae.A",0.0511687293498073,-1.39431072770438,1.40670296692953,0.95,"mode","hdi","Noctuidae.B","Noctuidae.A"
"11157","Noctuidae.C - Noctuidae.A",-0.60291493523942,-1.32596530719254,0.346419114620833,0.95,"mode","hdi","Noctuidae.C","Noctuidae.A"
"11158","Noctuidae.D - Noctuidae.A",-0.442216653073491,-1.59159719356898,0.568230587195686,0.95,"mode","hdi","Noctuidae.D","Noctuidae.A"
"11159","Noctuidae.E - Noctuidae.A",0.212807370274483,-0.682712835744456,1.13291463435362,0.95,"mode","hdi","Noctuidae.E","Noctuidae.A"
"11160","Nymphalidae.A - Noctuidae.A",0.0580324061544437,-0.688822796111632,0.910309985118543,0.95,"mode","hdi","Nymphalidae.A","Noctuidae.A"
"11161","Nymphalidae.B - Noctuidae.A",0.104909963549054,-1.16008231947011,1.14030453002191,0.95,"mode","hdi","Nymphalidae.B","Noctuidae.A"
"11162","Nymphalidae.C - Noctuidae.A",-0.197212796357316,-0.953337023626817,0.623287329180733,0.95,"mode","hdi","Nymphalidae.C","Noctuidae.A"
"11163","Nymphalidae.D - Noctuidae.A",0.196719608797729,-0.830814070030327,1.06681931224394,0.95,"mode","hdi","Nymphalidae.D","Noctuidae.A"
"11164","Nymphalidae.E - Noctuidae.A",0.161941823828119,-0.753856534902866,1.07198169767953,0.95,"mode","hdi","Nymphalidae.E","Noctuidae.A"
"11165","Pieridae.A - Noctuidae.A",0.107857401055016,-0.865010395107642,1.05907416335029,0.95,"mode","hdi","Pieridae.A","Noctuidae.A"
"11166","Pieridae.B - Noctuidae.A",0.0209382955529094,-0.900576318167052,0.918601593736021,0.95,"mode","hdi","Pieridae.B","Noctuidae.A"
"11167","Pieridae.C - Noctuidae.A",-0.437047364921767,-1.20958658490841,0.404969572336745,0.95,"mode","hdi","Pieridae.C","Noctuidae.A"
"11168","Pieridae.D - Noctuidae.A",-0.344133008469895,-1.4122912984679,0.585506135508616,0.95,"mode","hdi","Pieridae.D","Noctuidae.A"
"11169","Pieridae.E - Noctuidae.A",-0.168948117196797,-0.937981382737164,0.88217343231657,0.95,"mode","hdi","Pieridae.E","Noctuidae.A"
"11170","Sarcophagidae.A - Noctuidae.A",0.176925568320725,-0.486609482620119,1.03440350274139,0.95,"mode","hdi","Sarcophagidae.A","Noctuidae.A"
"11171","Sarcophagidae.B - Noctuidae.A",0.326468699371573,-0.525766685552405,1.21725425558265,0.95,"mode","hdi","Sarcophagidae.B","Noctuidae.A"
"11172","Sarcophagidae.C - Noctuidae.A",-0.534133709741188,-1.35900340039913,0.364254811155139,0.95,"mode","hdi","Sarcophagidae.C","Noctuidae.A"
"11173","Sarcophagidae.D - Noctuidae.A",-0.470289567424233,-1.68033997347091,0.67609519268157,0.95,"mode","hdi","Sarcophagidae.D","Noctuidae.A"
"11174","Sarcophagidae.E - Noctuidae.A",0.030325267319645,-2.0228144309996,1.64838536764048,0.95,"mode","hdi","Sarcophagidae.E","Noctuidae.A"
"11175","Sphecidae.A - Noctuidae.A",-0.085669052983036,-1.08187274786063,0.926011414409613,0.95,"mode","hdi","Sphecidae.A","Noctuidae.A"
"11176","Sphecidae.B - Noctuidae.A",-0.0175966481028689,-1.10187938068424,1.06084956382964,0.95,"mode","hdi","Sphecidae.B","Noctuidae.A"
"11177","Sphecidae.C - Noctuidae.A",-0.708669989329598,-1.55194044666916,0.222168026546327,0.95,"mode","hdi","Sphecidae.C","Noctuidae.A"
"11178","Sphecidae.D - Noctuidae.A",-0.916209136814882,-2.55584086556573,0.439287861989035,0.95,"mode","hdi","Sphecidae.D","Noctuidae.A"
"11179","Sphecidae.E - Noctuidae.A",0.964357106349554,-1.33480942295669,2.25147573720895,0.95,"mode","hdi","Sphecidae.E","Noctuidae.A"
"11180","Syrphidae.A - Noctuidae.A",0.993870928677732,0.381022951529929,1.83426828341818,0.95,"mode","hdi","Syrphidae.A","Noctuidae.A"
"11181","Syrphidae.B - Noctuidae.A",0.51317310406113,-0.27227288136944,1.42329267295407,0.95,"mode","hdi","Syrphidae.B","Noctuidae.A"
"11182","Syrphidae.C - Noctuidae.A",1.2831094607356,0.621527416673358,2.13621216976832,0.95,"mode","hdi","Syrphidae.C","Noctuidae.A"
"11183","Syrphidae.D - Noctuidae.A",2.19428902825613,1.43143095882986,3.0329772175707,0.95,"mode","hdi","Syrphidae.D","Noctuidae.A"
"11184","Syrphidae.E - Noctuidae.A",0.977400856754187,0.202700549310457,1.89227753655084,0.95,"mode","hdi","Syrphidae.E","Noctuidae.A"
"11185","Tachinidae.A - Noctuidae.A",0.140970852251801,-0.60554661886619,0.983675937034477,0.95,"mode","hdi","Tachinidae.A","Noctuidae.A"
"11186","Tachinidae.B - Noctuidae.A",0.296872267466506,-0.490086395181849,1.2655190576682,0.95,"mode","hdi","Tachinidae.B","Noctuidae.A"
"11187","Tachinidae.C - Noctuidae.A",0.150584671254678,-0.655267726989453,0.951202798077944,0.95,"mode","hdi","Tachinidae.C","Noctuidae.A"
"11188","Tachinidae.D - Noctuidae.A",-0.230643074968099,-1.19895943725044,0.788909265122567,0.95,"mode","hdi","Tachinidae.D","Noctuidae.A"
"11189","Tachinidae.E - Noctuidae.A",-0.0677162412691255,-1.05488858829583,0.896407799246146,0.95,"mode","hdi","Tachinidae.E","Noctuidae.A"
"11190","Vespidae.A - Noctuidae.A",0.367033739446033,-0.328789660943618,1.15850290299503,0.95,"mode","hdi","Vespidae.A","Noctuidae.A"
"11191","Vespidae.B - Noctuidae.A",0.0720331824587845,-0.854440856063708,1.09706078431032,0.95,"mode","hdi","Vespidae.B","Noctuidae.A"
"11192","Vespidae.C - Noctuidae.A",-0.253965762048624,-0.934871091388934,0.684350221447273,0.95,"mode","hdi","Vespidae.C","Noctuidae.A"
"11193","Vespidae.D - Noctuidae.A",-0.00645254366169112,-1.29222753029712,1.19397614502533,0.95,"mode","hdi","Vespidae.D","Noctuidae.A"
"11194","Vespidae.E - Noctuidae.A",0.0457001249949038,-1.05561570744814,1.17391615429996,0.95,"mode","hdi","Vespidae.E","Noctuidae.A"
"11195","Noctuidae.C - Noctuidae.B",-0.779142015002829,-1.8773929990398,0.748982050038896,0.95,"mode","hdi","Noctuidae.C","Noctuidae.B"
"11196","Noctuidae.D - Noctuidae.B",-0.561077434602823,-1.98814412460661,0.992152453278371,0.95,"mode","hdi","Noctuidae.D","Noctuidae.B"
"11197","Noctuidae.E - Noctuidae.B",0.120901222459893,-1.1208999281183,1.60032134614467,0.95,"mode","hdi","Noctuidae.E","Noctuidae.B"
"11198","Nymphalidae.A - Noctuidae.B",-0.176028223481099,-1.24327920015864,1.30759105403794,0.95,"mode","hdi","Nymphalidae.A","Noctuidae.B"
"11199","Nymphalidae.B - Noctuidae.B",-0.133219945854409,-1.52510466987453,1.49142056687991,0.95,"mode","hdi","Nymphalidae.B","Noctuidae.B"
"11200","Nymphalidae.C - Noctuidae.B",-0.516836038117044,-1.45811065872075,1.02538017191493,0.95,"mode","hdi","Nymphalidae.C","Noctuidae.B"
"11201","Nymphalidae.D - Noctuidae.B",-0.0685542417463569,-1.21405333849333,1.53779440865917,0.95,"mode","hdi","Nymphalidae.D","Noctuidae.B"
"11202","Nymphalidae.E - Noctuidae.B",-0.131646883615551,-1.09982376591904,1.54439753240681,0.95,"mode","hdi","Nymphalidae.E","Noctuidae.B"
"11203","Pieridae.A - Noctuidae.B",-0.074184183192008,-1.28491475637352,1.49502909999894,0.95,"mode","hdi","Pieridae.A","Noctuidae.B"
"11204","Pieridae.B - Noctuidae.B",-0.177766533014654,-1.26267174238306,1.36662893912725,0.95,"mode","hdi","Pieridae.B","Noctuidae.B"
"11205","Pieridae.C - Noctuidae.B",-0.645275359630439,-1.60761115227207,0.91906049933564,0.95,"mode","hdi","Pieridae.C","Noctuidae.B"
"11206","Pieridae.D - Noctuidae.B",-0.514271850399183,-1.82322181664409,1.04035806310759,0.95,"mode","hdi","Pieridae.D","Noctuidae.B"
"11207","Pieridae.E - Noctuidae.B",-0.312636454847147,-1.50122626771514,1.18797245791522,0.95,"mode","hdi","Pieridae.E","Noctuidae.B"
"11208","Sarcophagidae.A - Noctuidae.B",0.0790968627854611,-1.01914086468021,1.50496394638745,0.95,"mode","hdi","Sarcophagidae.A","Noctuidae.B"
"11209","Sarcophagidae.B - Noctuidae.B",0.0926864307331385,-0.938116685434187,1.59689154181059,0.95,"mode","hdi","Sarcophagidae.B","Noctuidae.B"
"11210","Sarcophagidae.C - Noctuidae.B",-0.709870894935413,-1.79282242047958,0.801210852843929,0.95,"mode","hdi","Sarcophagidae.C","Noctuidae.B"
"11211","Sarcophagidae.D - Noctuidae.B",-0.535649533997752,-2.0744708553743,1.04034794358435,0.95,"mode","hdi","Sarcophagidae.D","Noctuidae.B"
"11212","Sarcophagidae.E - Noctuidae.B",0.131888217504944,-2.37351553842287,1.92939683576613,0.95,"mode","hdi","Sarcophagidae.E","Noctuidae.B"
"11213","Sphecidae.A - Noctuidae.B",-0.336194346575302,-1.53156515465425,1.32113637600174,0.95,"mode","hdi","Sphecidae.A","Noctuidae.B"
"11214","Sphecidae.B - Noctuidae.B",-0.233703815456675,-1.47829335660895,1.40437637927464,0.95,"mode","hdi","Sphecidae.B","Noctuidae.B"
"11215","Sphecidae.C - Noctuidae.B",-0.905253011582578,-1.87168080035869,0.73714629867639,0.95,"mode","hdi","Sphecidae.C","Noctuidae.B"
"11216","Sphecidae.D - Noctuidae.B",-0.825508920826437,-2.86386639593294,0.732657509124663,0.95,"mode","hdi","Sphecidae.D","Noctuidae.B"
"11217","Sphecidae.E - Noctuidae.B",0.639009576277747,-1.54256667154738,2.66753205734994,0.95,"mode","hdi","Sphecidae.E","Noctuidae.B"
"11218","Syrphidae.A - Noctuidae.B",0.905880017055518,-0.155707380393055,2.31848801700291,0.95,"mode","hdi","Syrphidae.A","Noctuidae.B"
"11219","Syrphidae.B - Noctuidae.B",0.246193269668024,-0.639270454557701,1.83389450416312,0.95,"mode","hdi","Syrphidae.B","Noctuidae.B"
"11220","Syrphidae.C - Noctuidae.B",1.10257304743022,0.22898880687372,2.67502158795979,0.95,"mode","hdi","Syrphidae.C","Noctuidae.B"
"11221","Syrphidae.D - Noctuidae.B",1.99230533300472,1.00266738653387,3.47832639003533,0.95,"mode","hdi","Syrphidae.D","Noctuidae.B"
"11222","Syrphidae.E - Noctuidae.B",0.908165885021333,-0.221235952852984,2.35940938757387,0.95,"mode","hdi","Syrphidae.E","Noctuidae.B"
"11223","Tachinidae.A - Noctuidae.B",-0.0403788329985668,-1.08611782107519,1.44406151390375,0.95,"mode","hdi","Tachinidae.A","Noctuidae.B"
"11224","Tachinidae.B - Noctuidae.B",0.13721124963914,-0.918133256097798,1.64021943338399,0.95,"mode","hdi","Tachinidae.B","Noctuidae.B"
"11225","Tachinidae.C - Noctuidae.B",-0.116906827382488,-1.08194182940509,1.41630475478071,0.95,"mode","hdi","Tachinidae.C","Noctuidae.B"
"11226","Tachinidae.D - Noctuidae.B",-0.372905540847297,-1.55267772941118,1.21462132114731,0.95,"mode","hdi","Tachinidae.D","Noctuidae.B"
"11227","Tachinidae.E - Noctuidae.B",-0.278010245084724,-1.52927012605938,1.2468927294216,0.95,"mode","hdi","Tachinidae.E","Noctuidae.B"
"11228","Vespidae.A - Noctuidae.B",0.169132838147286,-0.780544335305076,1.70005198199782,0.95,"mode","hdi","Vespidae.A","Noctuidae.B"
"11229","Vespidae.B - Noctuidae.B",-0.130842479536062,-1.16748852490312,1.55673995015613,0.95,"mode","hdi","Vespidae.B","Noctuidae.B"
"11230","Vespidae.C - Noctuidae.B",-0.439751345518176,-1.40263497340074,1.12484051482045,0.95,"mode","hdi","Vespidae.C","Noctuidae.B"
"11231","Vespidae.D - Noctuidae.B",-0.12800155748258,-1.61122384422998,1.62424542326507,0.95,"mode","hdi","Vespidae.D","Noctuidae.B"
"11232","Vespidae.E - Noctuidae.B",-0.0760555222889536,-1.32209080331044,1.58608628069175,0.95,"mode","hdi","Vespidae.E","Noctuidae.B"
"11233","Noctuidae.D - Noctuidae.C",0.126555241818739,-0.864815671737703,0.915501798776209,0.95,"mode","hdi","Noctuidae.D","Noctuidae.C"
"11234","Noctuidae.E - Noctuidae.C",0.769301311777599,-0.00769787800044064,1.42883932471358,0.95,"mode","hdi","Noctuidae.E","Noctuidae.C"
"11235","Nymphalidae.A - Noctuidae.C",0.585453158486664,-0.0188780826523205,1.15984470147881,0.95,"mode","hdi","Nymphalidae.A","Noctuidae.C"
"11236","Nymphalidae.B - Noctuidae.C",0.561249828152335,-0.509675462867446,1.46392645668695,0.95,"mode","hdi","Nymphalidae.B","Noctuidae.C"
"11237","Nymphalidae.C - Noctuidae.C",0.243155538229387,-0.219351216581936,0.791128558469535,0.95,"mode","hdi","Nymphalidae.C","Noctuidae.C"
"11238","Nymphalidae.D - Noctuidae.C",0.636221283667648,-0.0935031029497648,1.32045702063896,0.95,"mode","hdi","Nymphalidae.D","Noctuidae.C"
"11239","Nymphalidae.E - Noctuidae.C",0.645960658956172,0.0164302004209533,1.35717297992163,0.95,"mode","hdi","Nymphalidae.E","Noctuidae.C"
"11240","Pieridae.A - Noctuidae.C",0.650175804570545,-0.21189256532856,1.3410456124759,0.95,"mode","hdi","Pieridae.A","Noctuidae.C"
"11241","Pieridae.B - Noctuidae.C",0.533495868507913,-0.168259533583765,1.22808113679427,0.95,"mode","hdi","Pieridae.B","Noctuidae.C"
"11242","Pieridae.C - Noctuidae.C",0.114097478939605,-0.398239152509074,0.630379680298518,0.95,"mode","hdi","Pieridae.C","Noctuidae.C"
"11243","Pieridae.D - Noctuidae.C",0.118430204726515,-0.685168719939985,0.877474932653462,0.95,"mode","hdi","Pieridae.D","Noctuidae.C"
"11244","Pieridae.E - Noctuidae.C",0.387558157307307,-0.268100407781422,1.09821179497103,0.95,"mode","hdi","Pieridae.E","Noctuidae.C"
"11245","Sarcophagidae.A - Noctuidae.C",0.732304241254622,0.184064304079798,1.26235175682378,0.95,"mode","hdi","Sarcophagidae.A","Noctuidae.C"
"11246","Sarcophagidae.B - Noctuidae.C",0.829282485642062,0.180567635780764,1.44400048334433,0.95,"mode","hdi","Sarcophagidae.B","Noctuidae.C"
"11247","Sarcophagidae.C - Noctuidae.C",-0.0370772827310979,-0.539591282551138,0.620466161131287,0.95,"mode","hdi","Sarcophagidae.C","Noctuidae.C"
"11248","Sarcophagidae.D - Noctuidae.C",0.13465976055996,-0.996951055751054,0.966979937878617,0.95,"mode","hdi","Sarcophagidae.D","Noctuidae.C"
"11249","Sarcophagidae.E - Noctuidae.C",0.635064837418162,-1.57798164078099,1.87746494342929,0.95,"mode","hdi","Sarcophagidae.E","Noctuidae.C"
"11250","Sphecidae.A - Noctuidae.C",0.397849696881259,-0.456250639180919,1.22513179199973,0.95,"mode","hdi","Sphecidae.A","Noctuidae.C"
"11251","Sphecidae.B - Noctuidae.C",0.560903130278432,-0.409137419226613,1.39403576650826,0.95,"mode","hdi","Sphecidae.B","Noctuidae.C"
"11252","Sphecidae.C - Noctuidae.C",-0.155283239414496,-0.742952486435003,0.480100119046545,0.95,"mode","hdi","Sphecidae.C","Noctuidae.C"
"11253","Sphecidae.D - Noctuidae.C",-0.348585485246798,-1.9188376671624,0.783447178485769,0.95,"mode","hdi","Sphecidae.D","Noctuidae.C"
"11254","Sphecidae.E - Noctuidae.C",1.29630499554749,-0.699567615321728,2.61659397676986,0.95,"mode","hdi","Sphecidae.E","Noctuidae.C"
"11255","Syrphidae.A - Noctuidae.C",1.48847146456478,1.07294388437918,2.03740769432747,0.95,"mode","hdi","Syrphidae.A","Noctuidae.C"
"11256","Syrphidae.B - Noctuidae.C",0.976268255188308,0.474754872620676,1.67808938058404,0.95,"mode","hdi","Syrphidae.B","Noctuidae.C"
"11257","Syrphidae.C - Noctuidae.C",1.87607255615307,1.4642112772987,2.33749046391786,0.95,"mode","hdi","Syrphidae.C","Noctuidae.C"
"11258","Syrphidae.D - Noctuidae.C",2.70031613511397,2.24300415729033,3.27134328667556,0.95,"mode","hdi","Syrphidae.D","Noctuidae.C"
"11259","Syrphidae.E - Noctuidae.C",1.55673317840344,0.95495488985363,2.16044191414297,0.95,"mode","hdi","Syrphidae.E","Noctuidae.C"
"11260","Tachinidae.A - Noctuidae.C",0.690418645439901,0.140685397423403,1.29052447645425,0.95,"mode","hdi","Tachinidae.A","Noctuidae.C"
"11261","Tachinidae.B - Noctuidae.C",0.850320252512871,0.171125742960157,1.46657952261996,0.95,"mode","hdi","Tachinidae.B","Noctuidae.C"
"11262","Tachinidae.C - Noctuidae.C",0.631193786866119,0.18321907810232,1.15409990499942,0.95,"mode","hdi","Tachinidae.C","Noctuidae.C"
"11263","Tachinidae.D - Noctuidae.C",0.384220235749307,-0.499774822003963,1.04494922983625,0.95,"mode","hdi","Tachinidae.D","Noctuidae.C"
"11264","Tachinidae.E - Noctuidae.C",0.472940646391236,-0.358884858255299,1.16509531239411,0.95,"mode","hdi","Tachinidae.E","Noctuidae.C"
"11265","Vespidae.A - Noctuidae.C",0.922264734648574,0.431626136107001,1.44843595919311,0.95,"mode","hdi","Vespidae.A","Noctuidae.C"
"11266","Vespidae.B - Noctuidae.C",0.696216374977215,-0.132390445232217,1.38156159179386,0.95,"mode","hdi","Vespidae.B","Noctuidae.C"
"11267","Vespidae.C - Noctuidae.C",0.341469364980689,-0.168724737134496,0.854129158091776,0.95,"mode","hdi","Vespidae.C","Noctuidae.C"
"11268","Vespidae.D - Noctuidae.C",0.601968861861437,-0.623567650246116,1.50937256818463,0.95,"mode","hdi","Vespidae.D","Noctuidae.C"
"11269","Vespidae.E - Noctuidae.C",0.623861019994534,-0.36213090967268,1.46221161618309,0.95,"mode","hdi","Vespidae.E","Noctuidae.C"
"11270","Noctuidae.E - Noctuidae.D",0.679343165071439,-0.275465727808492,1.69190844785004,0.95,"mode","hdi","Noctuidae.E","Noctuidae.D"
"11271","Nymphalidae.A - Noctuidae.D",0.456946040959684,-0.310733445350107,1.46160942192507,0.95,"mode","hdi","Nymphalidae.A","Noctuidae.D"
"11272","Nymphalidae.B - Noctuidae.D",0.496953987751299,-0.722327035789309,1.63233817540905,0.95,"mode","hdi","Nymphalidae.B","Noctuidae.D"
"11273","Nymphalidae.C - Noctuidae.D",0.191689398449971,-0.608462489930657,1.07066080707304,0.95,"mode","hdi","Nymphalidae.C","Noctuidae.D"
"11274","Nymphalidae.D - Noctuidae.D",0.564873979884524,-0.345166649756383,1.56632327650346,0.95,"mode","hdi","Nymphalidae.D","Noctuidae.D"
"11275","Nymphalidae.E - Noctuidae.D",0.643829948580654,-0.255684343918049,1.64505921043592,0.95,"mode","hdi","Nymphalidae.E","Noctuidae.D"
"11276","Pieridae.A - Noctuidae.D",0.608015427521855,-0.500748093964616,1.55787291403281,0.95,"mode","hdi","Pieridae.A","Noctuidae.D"
"11277","Pieridae.B - Noctuidae.D",0.494614945511311,-0.422733163179289,1.52935828338464,0.95,"mode","hdi","Pieridae.B","Noctuidae.D"
"11278","Pieridae.C - Noctuidae.D",-0.0451791023204489,-0.771380065477561,0.928807300339129,0.95,"mode","hdi","Pieridae.C","Noctuidae.D"
"11279","Pieridae.D - Noctuidae.D",0.00814083531773724,-0.974344152713789,1.09229784819267,0.95,"mode","hdi","Pieridae.D","Noctuidae.D"
"11280","Pieridae.E - Noctuidae.D",0.265070338458804,-0.584771527178725,1.34554612036889,0.95,"mode","hdi","Pieridae.E","Noctuidae.D"
"11281","Sarcophagidae.A - Noctuidae.D",0.610703769802253,-0.123243614021557,1.59852792345471,0.95,"mode","hdi","Sarcophagidae.A","Noctuidae.D"
"11282","Sarcophagidae.B - Noctuidae.D",0.719045321219196,-0.123934750365683,1.71307207506781,0.95,"mode","hdi","Sarcophagidae.B","Noctuidae.D"
"11283","Sarcophagidae.C - Noctuidae.D",-0.0701966452002241,-0.886074163861431,0.876923059777627,0.95,"mode","hdi","Sarcophagidae.C","Noctuidae.D"
"11284","Sarcophagidae.D - Noctuidae.D",-0.0145502005338458,-1.21079461837245,1.14964394040916,0.95,"mode","hdi","Sarcophagidae.D","Noctuidae.D"
"11285","Sarcophagidae.E - Noctuidae.D",0.539327586184206,-1.58797607688276,2.15923910118711,0.95,"mode","hdi","Sarcophagidae.E","Noctuidae.D"
"11286","Sphecidae.A - Noctuidae.D",0.213131421751154,-0.712197034489318,1.43707506511688,0.95,"mode","hdi","Sphecidae.A","Noctuidae.D"
"11287","Sphecidae.B - Noctuidae.D",0.450418086409512,-0.683879029429566,1.59748787775167,0.95,"mode","hdi","Sphecidae.B","Noctuidae.D"
"11288","Sphecidae.C - Noctuidae.D",-0.230330306322712,-1.08106217676738,0.755718398855588,0.95,"mode","hdi","Sphecidae.C","Noctuidae.D"
"11289","Sphecidae.D - Noctuidae.D",-0.385130846679925,-2.06898835826092,0.967155921088069,0.95,"mode","hdi","Sphecidae.D","Noctuidae.D"
"11290","Sphecidae.E - Noctuidae.D",1.19596581901881,-0.921949027477717,2.71160277761199,0.95,"mode","hdi","Sphecidae.E","Noctuidae.D"
"11291","Syrphidae.A - Noctuidae.D",1.46075537987469,0.748314692675424,2.39190850108934,0.95,"mode","hdi","Syrphidae.A","Noctuidae.D"
"11292","Syrphidae.B - Noctuidae.D",0.918689630838408,0.132110315366716,1.98155084970265,0.95,"mode","hdi","Syrphidae.B","Noctuidae.D"
"11293","Syrphidae.C - Noctuidae.D",1.70974782646804,1.04693269640383,2.64795422887429,0.95,"mode","hdi","Syrphidae.C","Noctuidae.D"
