"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2","id"
"353","Syrphidae.A - Hymenoptera.B",-0.157980243529443,-0.68845189125372,0.420842006681952,0.95,"mode","hdi","Syrphidae.A","Hymenoptera.B","n.s."
"354","Syrphidae.B - Hymenoptera.B",0.112249777406104,-0.0503940060506527,0.286363529222517,0.95,"mode","hdi","Syrphidae.B","Hymenoptera.B","n.s."
"355","Syrphidae.C - Hymenoptera.B",0.0587008880274478,-0.412466694935833,0.561538891609464,0.95,"mode","hdi","Syrphidae.C","Hymenoptera.B","n.s."
"356","Syrphidae.D - Hymenoptera.B",0.346716053689705,-0.162602001290602,0.965545939018636,0.95,"mode","hdi","Syrphidae.D","Hymenoptera.B","n.s."
"357","Syrphidae.E - Hymenoptera.B",0.36308977723982,-0.243934125340052,0.906646608297423,0.95,"mode","hdi","Syrphidae.E","Hymenoptera.B","n.s."
"358","Hymenoptera.D - Hymenoptera.C",0.186224201083729,-0.165779832397251,0.601853154704548,0.95,"mode","hdi","Hymenoptera.D","Hymenoptera.C","n.s."
"359","Hymenoptera.E - Hymenoptera.C",-0.201315480495119,-0.602739334576865,0.283368861668231,0.95,"mode","hdi","Hymenoptera.E","Hymenoptera.C","n.s."
"360","Lepidoptera.A - Hymenoptera.C",-0.118745822355025,-0.456789947797545,0.25904867129445,0.95,"mode","hdi","Lepidoptera.A","Hymenoptera.C","n.s."
"361","Lepidoptera.B - Hymenoptera.C",0.104772424557426,-0.338609741391295,0.644520724296724,0.95,"mode","hdi","Lepidoptera.B","Hymenoptera.C","n.s."
"362","Lepidoptera.C - Hymenoptera.C",0.0206252679673138,-0.0364812204812931,0.0800040206872219,0.95,"mode","hdi","Lepidoptera.C","Hymenoptera.C","n.s."
"363","Lepidoptera.D - Hymenoptera.C",0.188803443162845,-0.160645082365453,0.566100155568973,0.95,"mode","hdi","Lepidoptera.D","Hymenoptera.C","n.s."
"364","Lepidoptera.E - Hymenoptera.C",-0.0641066361381393,-0.483884622703749,0.378153043096965,0.95,"mode","hdi","Lepidoptera.E","Hymenoptera.C","n.s."
"365","Syrphidae.A - Hymenoptera.C",-0.04563886274546,-0.418067697156482,0.296972611954717,0.95,"mode","hdi","Syrphidae.A","Hymenoptera.C","n.s."
"366","Syrphidae.B - Hymenoptera.C",0.175618219173611,-0.263471506961142,0.738752441938557,0.95,"mode","hdi","Syrphidae.B","Hymenoptera.C","n.s."
"367","Syrphidae.C - Hymenoptera.C",0.18003645102279,0.131664609185543,0.235260037386685,0.95,"mode","hdi","Syrphidae.C","Hymenoptera.C","sig***"
"368","Syrphidae.D - Hymenoptera.C",0.46069743613481,0.114189961431797,0.842447256355961,0.95,"mode","hdi","Syrphidae.D","Hymenoptera.C","sig***"
"369","Syrphidae.E - Hymenoptera.C",0.4906759243948,-0.00250462715852706,0.923097834152716,0.95,"mode","hdi","Syrphidae.E","Hymenoptera.C","n.s."
"370","Hymenoptera.E - Hymenoptera.D",-0.406742699569195,-0.912469218958085,0.195799251488022,0.95,"mode","hdi","Hymenoptera.E","Hymenoptera.D","n.s."
"371","Lepidoptera.A - Hymenoptera.D",-0.29211688689868,-0.792375713191002,0.150710429869167,0.95,"mode","hdi","Lepidoptera.A","Hymenoptera.D","n.s."
"372","Lepidoptera.B - Hymenoptera.D",-0.0698596115133736,-0.633136026941237,0.527871105239421,0.95,"mode","hdi","Lepidoptera.B","Hymenoptera.D","n.s."
"373","Lepidoptera.C - Hymenoptera.D",-0.166392812049372,-0.570218972536527,0.197411903055527,0.95,"mode","hdi","Lepidoptera.C","Hymenoptera.D","n.s."
"374","Lepidoptera.D - Hymenoptera.D",0.0284583371071854,-0.156391010059363,0.175885137463891,0.95,"mode","hdi","Lepidoptera.D","Hymenoptera.D","n.s."
"375","Lepidoptera.E - Hymenoptera.D",-0.304198229785801,-0.802102798280291,0.290106474661367,0.95,"mode","hdi","Lepidoptera.E","Hymenoptera.D","n.s."
"376","Syrphidae.A - Hymenoptera.D",-0.244987946729107,-0.727259489188983,0.21638912343906,0.95,"mode","hdi","Syrphidae.A","Hymenoptera.D","n.s."
"377","Syrphidae.B - Hymenoptera.D",0.0256230145106835,-0.543759004905961,0.615497125697093,0.95,"mode","hdi","Syrphidae.B","Hymenoptera.D","n.s."
"378","Syrphidae.C - Hymenoptera.D",-0.0143782853412783,-0.410728913651482,0.354019328047702,0.95,"mode","hdi","Syrphidae.C","Hymenoptera.D","n.s."
"379","Syrphidae.D - Hymenoptera.D",0.284436325132024,0.121832101387334,0.430842716166047,0.95,"mode","hdi","Syrphidae.D","Hymenoptera.D","sig***"
"380","Syrphidae.E - Hymenoptera.D",0.254219521932114,-0.319911233282843,0.808085762414127,0.95,"mode","hdi","Syrphidae.E","Hymenoptera.D","n.s."
"381","Lepidoptera.A - Hymenoptera.E",0.0493285707937854,-0.461123527281392,0.562967423503714,0.95,"mode","hdi","Lepidoptera.A","Hymenoptera.E","n.s."
"382","Lepidoptera.B - Hymenoptera.E",0.304166897052836,-0.260091854856628,0.891538059674004,0.95,"mode","hdi","Lepidoptera.B","Hymenoptera.E","n.s."
"383","Lepidoptera.C - Hymenoptera.E",0.197119410197756,-0.248928730007235,0.632634064997993,0.95,"mode","hdi","Lepidoptera.C","Hymenoptera.E","n.s."
"384","Lepidoptera.D - Hymenoptera.E",0.360746448789946,-0.149047981709209,0.9278594944632,0.95,"mode","hdi","Lepidoptera.D","Hymenoptera.E","n.s."
"385","Lepidoptera.E - Hymenoptera.E",0.111272840983971,-0.0954476656651994,0.281942174595413,0.95,"mode","hdi","Lepidoptera.E","Hymenoptera.E","n.s."
"386","Syrphidae.A - Hymenoptera.E",0.121763519978478,-0.375450509927201,0.64494131977975,0.95,"mode","hdi","Syrphidae.A","Hymenoptera.E","n.s."
"387","Syrphidae.B - Hymenoptera.E",0.40482095920002,-0.204025349068882,0.93790668601516,0.95,"mode","hdi","Syrphidae.B","Hymenoptera.E","n.s."
"388","Syrphidae.C - Hymenoptera.E",0.380010102081525,-0.116146851264282,0.773834927801056,0.95,"mode","hdi","Syrphidae.C","Hymenoptera.E","n.s."
"389","Syrphidae.D - Hymenoptera.E",0.632402738415464,0.104836815360898,1.17249168994395,0.95,"mode","hdi","Syrphidae.D","Hymenoptera.E","sig***"
"390","Syrphidae.E - Hymenoptera.E",0.628588098403673,0.332840157483269,0.850021579329204,0.95,"mode","hdi","Syrphidae.E","Hymenoptera.E","sig***"
"391","Lepidoptera.B - Lepidoptera.A",0.224822008804016,-0.341107821015183,0.773726193627088,0.95,"mode","hdi","Lepidoptera.B","Lepidoptera.A","n.s."
"392","Lepidoptera.C - Lepidoptera.A",0.128535654187923,-0.258604168628542,0.463489329680059,0.95,"mode","hdi","Lepidoptera.C","Lepidoptera.A","n.s."
"393","Lepidoptera.D - Lepidoptera.A",0.284933586109034,-0.143939458030742,0.768474075593499,0.95,"mode","hdi","Lepidoptera.D","Lepidoptera.A","n.s."
"394","Lepidoptera.E - Lepidoptera.A",0.0449241842018273,-0.443124062393033,0.552768788637302,0.95,"mode","hdi","Lepidoptera.E","Lepidoptera.A","n.s."
"395","Syrphidae.A - Lepidoptera.A",0.0499610910370385,-0.0490250344489995,0.147027031856868,0.95,"mode","hdi","Syrphidae.A","Lepidoptera.A","n.s."
"396","Syrphidae.B - Lepidoptera.A",0.301659313808589,-0.249878668941087,0.876852657972228,0.95,"mode","hdi","Syrphidae.B","Lepidoptera.A","n.s."
"397","Syrphidae.C - Lepidoptera.A",0.321513006670789,-0.0748005017348963,0.641548457540256,0.95,"mode","hdi","Syrphidae.C","Lepidoptera.A","n.s."
"398","Syrphidae.D - Lepidoptera.A",0.612161171859894,0.129518798056529,1.0260970991295,0.95,"mode","hdi","Syrphidae.D","Lepidoptera.A","sig***"
"399","Syrphidae.E - Lepidoptera.A",0.515662603727927,0.0132644028456687,1.08606030875713,0.95,"mode","hdi","Syrphidae.E","Lepidoptera.A","sig***"
"400","Lepidoptera.C - Lepidoptera.B",-0.0821944242808741,-0.61867328972482,0.361155205456721,0.95,"mode","hdi","Lepidoptera.C","Lepidoptera.B","n.s."
"401","Lepidoptera.D - Lepidoptera.B",0.0473639753245452,-0.518612484374672,0.630126808103079,0.95,"mode","hdi","Lepidoptera.D","Lepidoptera.B","n.s."
"402","Lepidoptera.E - Lepidoptera.B",-0.187288135921002,-0.770339776847565,0.355927304159626,0.95,"mode","hdi","Lepidoptera.E","Lepidoptera.B","n.s."
"403","Syrphidae.A - Lepidoptera.B",-0.215535431766123,-0.761230963386474,0.356781452971198,0.95,"mode","hdi","Syrphidae.A","Lepidoptera.B","n.s."
"404","Syrphidae.B - Lepidoptera.B",0.0836788589038706,-0.105787436494784,0.271769349537101,0.95,"mode","hdi","Syrphidae.B","Lepidoptera.B","n.s."
"405","Syrphidae.C - Lepidoptera.B",0.0730226239634657,-0.449383070534697,0.520086154535378,0.95,"mode","hdi","Syrphidae.C","Lepidoptera.B","n.s."
"406","Syrphidae.D - Lepidoptera.B",0.293426671372172,-0.209178541164838,0.938185393489073,0.95,"mode","hdi","Syrphidae.D","Lepidoptera.B","n.s."
"407","Syrphidae.E - Lepidoptera.B",0.314160162512599,-0.261355312057084,0.892874251154402,0.95,"mode","hdi","Syrphidae.E","Lepidoptera.B","n.s."
"408","Lepidoptera.D - Lepidoptera.C",0.16044547029825,-0.177020856674731,0.555614482482428,0.95,"mode","hdi","Lepidoptera.D","Lepidoptera.C","n.s."
"409","Lepidoptera.E - Lepidoptera.C",-0.0751782754905415,-0.522907337348644,0.332331272496271,0.95,"mode","hdi","Lepidoptera.E","Lepidoptera.C","n.s."
"410","Syrphidae.A - Lepidoptera.C",-0.0614628132699246,-0.423136899233085,0.28941905170704,0.95,"mode","hdi","Syrphidae.A","Lepidoptera.C","n.s."
"411","Syrphidae.B - Lepidoptera.C",0.175911144684119,-0.292122865754551,0.695459796968427,0.95,"mode","hdi","Syrphidae.B","Lepidoptera.C","n.s."
"412","Syrphidae.C - Lepidoptera.C",0.161710396791059,0.108483337910997,0.214334026851128,0.95,"mode","hdi","Syrphidae.C","Lepidoptera.C","sig***"
"413","Syrphidae.D - Lepidoptera.C",0.447725378211998,0.113636200950225,0.830235135951631,0.95,"mode","hdi","Syrphidae.D","Lepidoptera.C","sig***"
"414","Syrphidae.E - Lepidoptera.C",0.367016709645685,-0.013636385451401,0.898924974561509,0.95,"mode","hdi","Syrphidae.E","Lepidoptera.C","n.s."
"415","Lepidoptera.E - Lepidoptera.D",-0.250568635148262,-0.797506147141476,0.266371122423571,0.95,"mode","hdi","Lepidoptera.E","Lepidoptera.D","n.s."
"416","Syrphidae.A - Lepidoptera.D",-0.310518640264617,-0.718644320540282,0.195538147948198,0.95,"mode","hdi","Syrphidae.A","Lepidoptera.D","n.s."
"417","Syrphidae.B - Lepidoptera.D",0.00871601454221582,-0.58163974004867,0.56099737609586,0.95,"mode","hdi","Syrphidae.B","Lepidoptera.D","n.s."
"418","Syrphidae.C - Lepidoptera.D",-0.0170471755395097,-0.407760050619403,0.32135056148913,0.95,"mode","hdi","Syrphidae.C","Lepidoptera.D","n.s."
"419","Syrphidae.D - Lepidoptera.D",0.251667253813839,0.168644973035484,0.377166121187886,0.95,"mode","hdi","Syrphidae.D","Lepidoptera.D","sig***"
"420","Syrphidae.E - Lepidoptera.D",0.228029813598183,-0.340768936740155,0.76549678166866,0.95,"mode","hdi","Syrphidae.E","Lepidoptera.D","n.s."
"421","Syrphidae.A - Lepidoptera.E",0.0173603985366421,-0.458726952781952,0.547985698253114,0.95,"mode","hdi","Syrphidae.A","Lepidoptera.E","n.s."
"422","Syrphidae.B - Lepidoptera.E",0.293123495499574,-0.31699663834064,0.830824429966114,0.95,"mode","hdi","Syrphidae.B","Lepidoptera.E","n.s."
"423","Syrphidae.C - Lepidoptera.E",0.259497814582762,-0.197731100866706,0.665223906092931,0.95,"mode","hdi","Syrphidae.C","Lepidoptera.E","n.s."
"424","Syrphidae.D - Lepidoptera.E",0.566916104752089,0.00976271640860649,1.07070640257608,0.95,"mode","hdi","Syrphidae.D","Lepidoptera.E","sig***"
"425","Syrphidae.E - Lepidoptera.E",0.492758692275421,0.258002094551724,0.727267798025549,0.95,"mode","hdi","Syrphidae.E","Lepidoptera.E","sig***"
"426","Syrphidae.B - Syrphidae.A",0.258370829367309,-0.291902074531687,0.836076171447062,0.95,"mode","hdi","Syrphidae.B","Syrphidae.A","n.s."
"427","Syrphidae.C - Syrphidae.A",0.218094035082762,-0.132895943226704,0.57575490774982,0.95,"mode","hdi","Syrphidae.C","Syrphidae.A","n.s."
"428","Syrphidae.D - Syrphidae.A",0.542303534895847,0.0941123061733171,1.00515017678074,0.95,"mode","hdi","Syrphidae.D","Syrphidae.A","sig***"
"429","Syrphidae.E - Syrphidae.A",0.470737331581981,-0.0520270098981536,1.01320659276656,0.95,"mode","hdi","Syrphidae.E","Syrphidae.A","n.s."
"430","Syrphidae.C - Syrphidae.B",-0.0211803886368407,-0.520948801006724,0.470252552025469,0.95,"mode","hdi","Syrphidae.C","Syrphidae.B","n.s."
"431","Syrphidae.D - Syrphidae.B",0.208459002078734,-0.279055191727962,0.864075045528994,0.95,"mode","hdi","Syrphidae.D","Syrphidae.B","n.s."
"432","Syrphidae.E - Syrphidae.B",0.265246410883157,-0.382177782692404,0.802712708487578,0.95,"mode","hdi","Syrphidae.E","Syrphidae.B","n.s."
"433","Syrphidae.D - Syrphidae.C",0.293997174562867,-0.0563310157337648,0.668680631673309,0.95,"mode","hdi","Syrphidae.D","Syrphidae.C","n.s."
"434","Syrphidae.E - Syrphidae.C",0.302694026220944,-0.196707733393125,0.716483765894699,0.95,"mode","hdi","Syrphidae.E","Syrphidae.C","n.s."
"435","Syrphidae.E - Syrphidae.D",-0.0505544873639034,-0.581961536071549,0.513032218323072,0.95,"mode","hdi","Syrphidae.E","Syrphidae.D","n.s."
