Plant_species,Insect_species,value,L1
Homogyne alpina,Thricops cunctans,1,Benadi 2014_6
Dryas octopetala,Thricops semicinereus,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Homogyne alpina,Thricops aculeipes,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Homogyne alpina,Cheilosia lenis,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Homogyne alpina,Botanophila aff. varicolor,1,Benadi 2014_6
Potentilla aurea,Thricops aculeipes,1,Benadi 2014_6
Potentilla aurea,Sphaerophoria interrupta,1,Benadi 2014_6
Ranunculus montanus,Thricops aculeipes,1,Benadi 2014_6
Potentilla aurea,Drymeia brumalis,1,Benadi 2014_6
Potentilla aurea,Thricops longipes,1,Benadi 2014_6
Potentilla aurea,Pegoplata aestiva,1,Benadi 2014_6
Potentilla aurea,Eupeodes corollae,1,Benadi 2014_6
Ranunculus montanus,Thricops nigritellus,1,Benadi 2014_6
Potentilla aurea,Lasioglossum fratellum,1,Benadi 2014_6
Helianthemum alpestre,Eupeodes corollae,1,Benadi 2014_6
Androsace chamaejasme,Platycheirus tarsalis,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops cunctans,1,Benadi 2014_6
Aster bellidiastrum,Sphaerophoria scripta,1,Benadi 2014_6
Androsace chamaejasme,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops longipes,1,Benadi 2014_6
Potentilla aurea,Drymeia brumalis,1,Benadi 2014_6
Androsace chamaejasme,Sphaerophoria scripta,1,Benadi 2014_6
Dryas octopetala,Lasioglossum albipes,1,Benadi 2014_6
Leontodon hispidus,Lasioglossum albipes,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Cerastium fontanum,Lasioglossum fratellum,1,Benadi 2014_6
Dryas octopetala,Lasioglossum calceatum,1,Benadi 2014_6
Aster bellidiastrum,Thricops aculeipes,1,Benadi 2014_6
Dryas octopetala,Botanophila estonica,1,Benadi 2014_6
Dryas octopetala,Cheilosia melanura,1,Benadi 2014_6
Dryas octopetala,Platycheirus tarsalis,1,Benadi 2014_6
Dryas octopetala,Platycheirus tarsalis,1,Benadi 2014_6
Dryas octopetala,Phaonia meigeni,1,Benadi 2014_6
Aster bellidiastrum,Cheilosia lenis,1,Benadi 2014_6
Homogyne alpina,Botanophila aff. varicolor,1,Benadi 2014_6
Potentilla aurea,Eupeodes corollae,1,Benadi 2014_6
Potentilla aurea,Parasyrphus annulatus,1,Benadi 2014_6
Potentilla aurea,Botanophila aff. varicolor,1,Benadi 2014_6
Dryas octopetala,Thricops nigritellus,1,Benadi 2014_6
Dryas octopetala,Thricops aculeipes,1,Benadi 2014_6
Potentilla aurea,Cheilosia lenis,1,Benadi 2014_6
Silene acaulis,Erebia pandrose,1,Benadi 2014_6
Anthyllis vulneraria,Osmia inermis,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Androsace chamaejasme,Eupeodes corollae,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Potentilla aurea,Helina obscurata,1,Benadi 2014_6
Androsace chamaejasme,Botanophila fugax,1,Benadi 2014_6
Dryas octopetala,Thricops longipes,1,Benadi 2014_6
Androsace chamaejasme,Cheilosia nivalis,1,Benadi 2014_6
Androsace chamaejasme,Thricops nigritellus,1,Benadi 2014_6
Dryas octopetala,Helina reversio,1,Benadi 2014_6
Homogyne alpina,Aglais urticae,1,Benadi 2014_6
Dryas octopetala,Cheilosia antiqua,1,Benadi 2014_6
Homogyne alpina,Platycheirus tarsalis,1,Benadi 2014_6
Dryas octopetala,Cheilosia nivalis,1,Benadi 2014_6
Aster bellidiastrum,Platycheirus manicatus,1,Benadi 2014_6
Leontodon hispidus,Helina obscurata,1,Benadi 2014_6
Leontodon hispidus,Helina obscurata,1,Benadi 2014_6
Leontodon hispidus,Botanophila aff. varicolor,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops cunctans,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Thricops cunctans,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Hieracium glanduliferum,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosum,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosum,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Hieracium glanduliferum,Drymeia alpicola,1,Benadi 2014_6
Hieracium pilosella,Thricops cunctans,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Potentilla aurea,Thricops cunctans,1,Benadi 2014_6
Hieracium pilosella,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Cheilosia melanura,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Hieracium pilosum,Phaonia lugubris,1,Benadi 2014_6
Hieracium pilosum,Sphaerophoria scripta,1,Benadi 2014_6
Leontodon hispidus,Scaeva pyrastri,1,Benadi 2014_6
Hieracium glanduliferum,Drymeia alpicola,1,Benadi 2014_6
Hieracium pilosum,Thricops cunctans,1,Benadi 2014_6
Gypsophila repens,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Helophilus pendulus,1,Benadi 2014_6
Leontodon hispidus,Coenosia ambigua,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosella,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosella,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Ramonda spathulata,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Campanula scheuchzeri,Thricops cunctans,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Scaeva selenitica,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosella,Drymeia alpicola,1,Benadi 2014_6
Hieracium pilosella,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Botanophila aff. varicolor,1,Benadi 2014_6
Leontodon hispidus,Scaeva selenitica,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Syrphus vitripennis,1,Benadi 2014_6
Crepis aurea,Cheilosia lenis,1,Benadi 2014_6
Crepis aurea,Eupeodes luniger,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Cheilosia lenis,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Crepis aurea,Thricops nigritellus,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Crepis aurea,Cheilosia vicina,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Helianthemum nummularium,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops aculeipes,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Cheilosia antiqua,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Cheilosia lenis,1,Benadi 2014_6
Potentilla aurea,Drymeia brumalis,1,Benadi 2014_6
Leontodon hispidus,Parasyrphus vittiger,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Cheilosia lenis,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Cheilosia lenis,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Crepis aurea,Erebia oeme,1,Benadi 2014_6
Leontodon hispidus,Coenosia ambigua,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Helophilus trivittatus,1,Benadi 2014_6
Leontodon hispidus,Phaonia angelicae,1,Benadi 2014_6
Ligusticum mutellina,Thricops nigritellus,1,Benadi 2014_6
Ligusticum mutellina,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops cunctans,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Sphaerophoria scripta,1,Benadi 2014_6
Potentilla aurea,Thricops nigritellus,1,Benadi 2014_6
Hieracium glanduliferum,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Thricops longipes,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Cheilosia melanura,1,Benadi 2014_6
Hieracium glanduliferum,Cheilosia melanura,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosella,Thricops nigritellus,1,Benadi 2014_6
Hieracium pilosella,Thricops cunctans,1,Benadi 2014_6
Leontodon hispidus,Coenosia ambigua,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Sphaerophoria scripta,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Syrphus ribesii,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Campanula scheuchzeri,Dufourea alpina,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Scaeva pyrastri,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Pyrgus warrenensis,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Hieracium pilosella,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Thricops aculeipes,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Helina obscurata,1,Benadi 2014_6
Hieracium pilosella,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Hieracium pilosella,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Fannia postica,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Hieracium pilosella,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Scaeva pyrastri,1,Benadi 2014_6
Erigeron glabratus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops aculeipes,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Achillea clavennae,Thricops nigritellus,1,Benadi 2014_6
Galium album,Thricops nigritellus,1,Benadi 2014_6
Hieracium glanduliferum,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Cheilosia melanura,1,Benadi 2014_6
Crepis aurea,Thricops nigritellus,1,Benadi 2014_6
Crepis aurea,Boloria pales,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Crepis aurea,Botanophila aff. varicolor,1,Benadi 2014_6
Crepis aurea,Boloria pales,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Thricops aculeipes,1,Benadi 2014_6
Thymus praecox,Erebia oeme,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Syrphus vitripennis,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Erebia pharte,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Sphaerophoria scripta,1,Benadi 2014_6
Chaerophyllum hirsutum,Rhamphomyia anthracina,1,Benadi 2014_6
Chaerophyllum hirsutum,Rhamphomyia anthracina,1,Benadi 2014_6
Chaerophyllum hirsutum,Rhamphomyia anthracina,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Scaeva pyrastri,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Crepis aurea,Botanophila aff. varicolor,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Chaerophyllum hirsutum,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Coenosia ambigua,1,Benadi 2014_6
Leontodon hispidus,Erebia manto,1,Benadi 2014_6
Crepis aurea,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Campanula scheuchzeri,Hilara scrobriculata,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Phaonia hybrida,1,Benadi 2014_6
Campanula scheuchzeri,Dufourea alpina,1,Benadi 2014_6
Crepis aurea,Cheilosia lenis,1,Benadi 2014_6
Crepis aurea,Erebia manto,1,Benadi 2014_6
Achillea clavennae,Phaonia serva,1,Benadi 2014_6
Leontodon hispidus,Erebia pharte,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Hieracium pilosella,Coenosia ambigua,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Botanophila aff. varicolor,1,Benadi 2014_6
Hieracium glanduliferum,Erebia manto,1,Benadi 2014_6
Gypsophila repens,Drymeia brumalis,1,Benadi 2014_6
Gypsophila repens,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Erigeron glabratus,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Masistylum arcuatum,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Gypsophila repens,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Coenosia obscuricula,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Erigeron glabratus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Helina obscurata,1,Benadi 2014_6
Crepis aurea,Erebia pharte,1,Benadi 2014_6
Crepis aurea,Coenonympha gardetta,1,Benadi 2014_6
Achillea clavennae,Episyrphus balteatus,1,Benadi 2014_6
Crepis aurea,Erebia pharte,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops aculeipes,1,Benadi 2014_6
Crepis aurea,Cheilosia lenis,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Thricops aculeipes,1,Benadi 2014_6
Leontodon hispidus,Erebia epiphron,1,Benadi 2014_6
Leontodon hispidus,Erebia pharte,1,Benadi 2014_6
Chaerophyllum hirsutum,Thricops nigritellus,1,Benadi 2014_6
Chaerophyllum hirsutum,Thricops nigritellus,1,Benadi 2014_6
Chaerophyllum hirsutum,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Bombus pyrenaeus,1,Benadi 2014_6
Leontodon hispidus,Erebia pharte,1,Benadi 2014_6
Campanula scheuchzeri,Thricops nigritellus,1,Benadi 2014_6
Campanula scheuchzeri,Thricops nigritellus,1,Benadi 2014_6
Campanula scheuchzeri,Botanophila tuxeni,1,Benadi 2014_6
Crepis aurea,Botanophila fugax,1,Benadi 2014_6
Erigeron glabratus,Drymeia alpicola,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Phyteuma orbiculare,Bombus pyrenaeus,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Thricops cunctans,1,Benadi 2014_6
Achillea clavennae,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Bombus soroeensis,1,Benadi 2014_6
Leontodon hispidus,Thricops longipes,1,Benadi 2014_6
Leontodon hispidus,Rhamphomyia anthracina,1,Benadi 2014_6
Campanula scheuchzeri,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Erebia pharte,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Campanula scheuchzeri,Hilara scrobriculata,1,Benadi 2014_6
Hieracium glanduliferum,Drymeia brumalis,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Hieracium pilosella,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Episyrphus balteatus,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Cheilosia himantopus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Hieracium pilosella,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Carduus defloratus,Bombus mucidus,1,Benadi 2014_6
Campanula scheuchzeri,Thricops nigritellus,1,Benadi 2014_6
Campanula scheuchzeri,Bombus soroeensis,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Bombus soroeensis,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Erebia manto,1,Benadi 2014_6
Heracleum austriacum,Thricops nigritellus,1,Benadi 2014_6
Phyteuma orbiculare,Rhamphomyia anthracina,1,Benadi 2014_6
Phyteuma orbiculare,Rhamphomyia anthracina,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Empis simulium,1,Benadi 2014_6
Leontodon hispidus,Erebia medusa,1,Benadi 2014_6
Crepis aurea,Sphaerophoria interrupta,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Eristalis tenax,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Crepis aurea,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Erebia manto,1,Benadi 2014_6
Trifolium pratense,Bombus wurflenii,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Sphaerophoria interrupta,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Erebia pharte,1,Benadi 2014_6
Leontodon hispidus,Empis bistortae,1,Benadi 2014_6
Polygonum viviparum,Coenosia ambigua,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Campanula scheuchzeri,Bombus soroeensis,1,Benadi 2014_6
Campanula scheuchzeri,Bombus soroeensis,1,Benadi 2014_6
Leontodon hispidus,Thricops nigritellus,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia hamata,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
Leontodon hispidus,Drymeia alpicola,1,Benadi 2014_6
