"","Network","Reference","clim","ele","jac.ord","bw","z","sei"
"279","M_PL_011_00","Olesen_etal_2002","A",565,"Syrphidae_Coleoptera","b",-2.11161340211583,3.00075315429969
"280","M_PL_012_00","Olesen_unpubl","C",1193,"Syrphidae_Coleoptera","b",0.0314073048169403,0.194208649606413
"281","lararomer16","LaraRomero_etal_2016","C",1914,"Syrphidae_Coleoptera","b",-0.188032047968825,0.0800324803579437
"282","Fang_Huang1","Fang_Huang_2016","C",3342,"Syrphidae_Coleoptera","b",-0.222387176503135,0.12600441788332
"283","Fang_Huang8","Fang_Huang_2016","C",3342,"Syrphidae_Coleoptera","b",-1.38919401397163,0.328085748166606
"284","Fang_Huang9","Fang_Huang_2016","C",3342,"Syrphidae_Coleoptera","b",-0.162336607738353,0.158128312269948
"285","M_PL_005_00","Clements_Long_1923","D",4241,"Syrphidae_Coleoptera","b",-0.846631931566563,0.141369145490845
"286","M_PL_016_00","Herrera_1988","C",30,"Syrphidae_Hymenoptera","b",-0.592922355047126,0.0861710923930342
"287","M_PL_007_00","Dicks_etal_2002","C",39,"Syrphidae_Hymenoptera","b",-0.382279947202485,0.479741169647108
"288","Bartomeu_FR","Bartomeus_etal_2008","C",74,"Syrphidae_Hymenoptera","b",-3.42027200935715,NA
"289","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Syrphidae_Hymenoptera","b",0.521616989861188,NA
"290","carvalheiro","Carvalheiro_2008","C",79,"Syrphidae_Hymenoptera","b",0.0154457108813644,0.0420689542565125
"291","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Syrphidae_Hymenoptera","b",-0.633565785333242,0.108966131245562
"292","M_PL_015_00","Petanidou_1991","C",118,"Syrphidae_Hymenoptera","b",-0.132109320425628,0.0312814130357894
"293","ilha_das_vl","Valeria_Trivellone","C",136,"Syrphidae_Hymenoptera","b",0.611060042374184,NA
"294","M_PL_014_00","Hocking_1968","E",250,"Syrphidae_Hymenoptera","b",-1.49067518113086,0.322646476181868
"295","M_PL_020_00","Kevan_1970","E",250,"Syrphidae_Hymenoptera","b",-0.816346347870891,0.273612129620076
"296","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Syrphidae_Hymenoptera","b",-0.366726360377819,0.289066991358948
"297","M_PL_012_00","Olesen_unpubl","C",1193,"Syrphidae_Hymenoptera","b",0.123081405121835,0.289976833167595
"298","lararomer16","LaraRomero_etal_2016","C",1914,"Syrphidae_Hymenoptera","b",-0.632350065900441,0.123951039172288
"299","M_PL_008_00","Dupont_etal_2003","C",2011,"Syrphidae_Hymenoptera","b",-0.370464206302434,0.304827913432854
"300","Caradonna14","Caradonna_etal_2017","D",2913,"Syrphidae_Hymenoptera","b",0.410786904467138,0.192037441454346
"301","Fang_Huang1","Fang_Huang_2016","C",3342,"Syrphidae_Hymenoptera","b",-0.592397638766244,0.132255531459308
"302","Fang_Huang8","Fang_Huang_2016","C",3342,"Syrphidae_Hymenoptera","b",-0.421137934975098,0.0886109023967482
"303","Fang_Huang9","Fang_Huang_2016","C",3342,"Syrphidae_Hymenoptera","b",-0.0894704907845525,0.0755732335346481
"304","M_PL_001_00","Arroyo_etal_1982","E",3363,"Syrphidae_Hymenoptera","b",-0.771167446275827,0.70938319754034
"305","M_PL_002_00","Arroyo_etal_1982","E",3363,"Syrphidae_Hymenoptera","b",0.18285284763508,0.277466821236495
"306","M_PL_005_00","Clements_Long_1923","D",4241,"Syrphidae_Hymenoptera","b",0.0650183825792548,0.0355313479679984
"307","M_PL_006_00","Dicks_etal_2002","C",2,"Syrphidae_Lepidoptera","b",-0.975376961248712,0.107255952107591
"308","M_PL_017_00","Memmott_1999","C",9,"Syrphidae_Lepidoptera","b",-0.280843535781527,0.0994333622421954
"309","M_PL_016_00","Herrera_1988","C",30,"Syrphidae_Lepidoptera","b",-1.4860339022562,0.0854589395457933
"310","M_PL_007_00","Dicks_etal_2002","C",39,"Syrphidae_Lepidoptera","b",-0.0710164693137543,0.173681269518886
"311","Bartomeu_M3","Bartomeus_etal_2008","C",74,"Syrphidae_Lepidoptera","b",0.480984520830554,NA
"312","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Syrphidae_Lepidoptera","b",0.482042559098087,0.021776449553043
"313","carvalheiro","Carvalheiro_2008","C",79,"Syrphidae_Lepidoptera","b",-0.335519611018198,0.0763582451902357
"314","M_PL_018_00","Olesen_unpubl2","C",83,"Syrphidae_Lepidoptera","b",-0.0330952425438613,0.0735237900843281
"315","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Syrphidae_Lepidoptera","b",-0.842880258371222,0.149962011200047
"316","M_PL_015_00","Petanidou_1991","C",118,"Syrphidae_Lepidoptera","b",-0.244963290588979,0.0485895942342653
"317","ilha_das_vl","Valeria_Trivellone","C",136,"Syrphidae_Lepidoptera","b",0.669002180576429,0.0611748355718885
"318","M_PL_014_00","Hocking_1968","E",250,"Syrphidae_Lepidoptera","b",-2.01266914066983,0.389332425015172
"319","M_PL_020_00","Kevan_1970","E",250,"Syrphidae_Lepidoptera","b",-0.571043383624925,0.212152481780019
"320","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Syrphidae_Lepidoptera","b",-0.143308732543844,0.154013741029052
"321","benadi_14_5","Benadi_etal_2014","C",544,"Syrphidae_Lepidoptera","b",-0.0300121690966952,0.0420368871050847
"322","M_PL_011_00","Olesen_etal_2002","A",565,"Syrphidae_Lepidoptera","b",-0.01552387597383,0.303968865095175
"323","benadi_14_4","Benadi_etal_2014","C",799,"Syrphidae_Lepidoptera","b",-0.0389152670621545,0.0453017956169952
"324","benadi_14_6","Benadi_etal_2014","D",852,"Syrphidae_Lepidoptera","b",-0.994113141220006,0.113743128299223
"325","benadi_14_1","Benadi_etal_2014","C",917,"Syrphidae_Lepidoptera","b",-0.153622352585114,0.0339797950444343
"326","benadi_14_2","Benadi_etal_2014","D",957,"Syrphidae_Lepidoptera","b",-0.194434600127708,0.0390831477278005
"327","M_PL_012_00","Olesen_unpubl","C",1193,"Syrphidae_Lepidoptera","b",-1.16358981500068,0.218036827765222
"328","benadi_14_3","Benadi_etal_2014","D",1352,"Syrphidae_Lepidoptera","b",-0.493603634085047,0.0637761987773651
"329","lararomer16","LaraRomero_etal_2016","C",1914,"Syrphidae_Lepidoptera","b",-0.0981058292619352,0.0495192710387922
"330","M_PL_008_00","Dupont_etal_2003","C",2011,"Syrphidae_Lepidoptera","b",-0.214132692104774,0.377354051977957
"331","Caradonna14","Caradonna_etal_2017","D",2913,"Syrphidae_Lepidoptera","b",-0.722181063756819,0.120649844466008
"332","Fang_Huang1","Fang_Huang_2016","C",3342,"Syrphidae_Lepidoptera","b",0.0635435094030243,0.035485408307714
"333","Fang_Huang8","Fang_Huang_2016","C",3342,"Syrphidae_Lepidoptera","b",0.111744935626148,0.0421709560655178
"334","Fang_Huang9","Fang_Huang_2016","C",3342,"Syrphidae_Lepidoptera","b",0.075289228506024,0.0370692024848533
"335","M_PL_001_00","Arroyo_etal_1982","E",3363,"Syrphidae_Lepidoptera","b",-0.51315209841421,0.338577093292831
"336","M_PL_002_00","Arroyo_etal_1982","E",3363,"Syrphidae_Lepidoptera","b",-0.347356046450849,0.267880600569633
"337","M_PL_003_00","Arroyo_etal_1982","E",3363,"Syrphidae_Lepidoptera","b",0.379058162504155,0.0900927463201083
"338","M_PL_005_00","Clements_Long_1923","D",4241,"Syrphidae_Lepidoptera","b",0.0757531921230054,0.0291151264402267
"339","M_PL_006_00","Dicks_etal_2002","C",2,"Bee_Bee","w",-0.625428766027289,0.110520136164405
"340","M_PL_017_00","Memmott_1999","C",9,"Bee_Bee","w",-2.02429313855339,0.315908072530911
"341","M_PL_016_00","Herrera_1988","C",30,"Bee_Bee","w",-0.283443480494555,0.0246541282668919
"342","M_PL_007_00","Dicks_etal_2002","C",39,"Bee_Bee","w",-0.335398514122319,0.116076164420908
"343","Bartomeu_BA","Bartomeus_etal_2008","C",74,"Bee_Bee","w",-2.35578877732563,0.169250980093684
"344","Bartomeu_FR","Bartomeus_etal_2008","C",74,"Bee_Bee","w",-0.285466232967759,0.108072253367587
"345","Bartomeu_M1","Bartomeus_etal_2008","C",74,"Bee_Bee","w",-0.10925667401439,0.138398137030176
"346","Bartomeu_M3","Bartomeus_etal_2008","C",74,"Bee_Bee","w",-0.228308049845141,0.103004005741162
"347","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Bee_Bee","w",-0.0803958179336253,0.121135096174235
"348","Bartomeu_SE","Bartomeus_etal_2008","C",74,"Bee_Bee","w",-0.659315571767266,0.152129494360192
"349","carvalheiro","Carvalheiro_2008","C",79,"Bee_Bee","w",-0.555577982332278,0.0630090072340304
"350","M_PL_018_00","Olesen_unpubl2","C",83,"Bee_Bee","w",-1.43772825365887,0.205478548903189
"351","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Bee_Bee","w",-0.762767014792365,0.0475398459275304
"352","M_PL_015_00","Petanidou_1991","C",118,"Bee_Bee","w",-0.169596461836041,0.00609799011594442
"353","ilha_das_vl","Valeria_Trivellone","C",136,"Bee_Bee","w",-0.57340081651322,0.427984794312447
"354","M_PL_014_00","Hocking_1968","E",250,"Bee_Bee","w",-0.741435650300309,0.486240454333911
"355","benadi_14_5","Benadi_etal_2014","C",544,"Bee_Bee","w",-0.55549323263584,0.106289570577838
"356","M_PL_011_00","Olesen_etal_2002","A",565,"Bee_Bee","w",-0.232938418572192,0
"357","benadi_14_4","Benadi_etal_2014","C",799,"Bee_Bee","w",-1.07821342371491,0.138275652202658
"358","benadi_14_6","Benadi_etal_2014","D",852,"Bee_Bee","w",-0.456563926132892,0.111476909385102
"359","benadi_14_1","Benadi_etal_2014","C",917,"Bee_Bee","w",-0.58674480780103,0.0573478931287673
"360","benadi_14_2","Benadi_etal_2014","D",957,"Bee_Bee","w",-0.210745914281275,0.0641492906280317
"361","M_PL_009_00","Elberling_Olesen_1999","E",1009,"Bee_Bee","w",-6.70578735011385,0
"362","M_PL_012_00","Olesen_unpubl","C",1193,"Bee_Bee","w",-0.616989204823815,0.148060710964019
"363","benadi_14_3","Benadi_etal_2014","D",1352,"Bee_Bee","w",-0.685407398617219,0.077467179953977
"364","lararomer16","LaraRomero_etal_2016","C",1914,"Bee_Bee","w",-0.210154940294384,0.0419524212703254
"365","M_PL_008_00","Dupont_etal_2003","C",2011,"Bee_Bee","w",-0.222690960465157,0.0756462496382808
"366","M_PL_019_00","Inouye_Pyke_1988","C",2121,"Bee_Bee","w",-0.489836099320652,0.0733875020815401
"367","Caradonna14","Caradonna_etal_2017","D",2913,"Bee_Bee","w",-0.766422449507472,0.0376284900017284
"368","Fang_Huang1","Fang_Huang_2016","C",3342,"Bee_Bee","w",-0.0682295228575705,0.0349110998134269
"369","Fang_Huang8","Fang_Huang_2016","C",3342,"Bee_Bee","w",-0.0335232988947189,0.0533625523240002
"370","Fang_Huang9","Fang_Huang_2016","C",3342,"Bee_Bee","w",-0.112227548449403,0.0397307785673565
"371","M_PL_001_00","Arroyo_etal_1982","E",3363,"Bee_Bee","w",-0.717152611435305,0.0488389058765086
"372","M_PL_002_00","Arroyo_etal_1982","E",3363,"Bee_Bee","w",-0.771738429072699,0.126402866165133
"373","M_PL_003_00","Arroyo_etal_1982","E",3363,"Bee_Bee","w",-2.5175989455926,0.305104157682247
"374","M_PL_005_00","Clements_Long_1923","D",4241,"Bee_Bee","w",-0.715449163820374,0.0170107059374484
"375","M_PL_016_00","Herrera_1988","C",30,"Bee_Hymenoptera","w",-0.334603593413265,0.0446066049790295
"376","M_PL_007_00","Dicks_etal_2002","C",39,"Bee_Hymenoptera","w",-0.479431004657731,0.597114432625325
"377","Bartomeu_BA","Bartomeus_etal_2008","C",74,"Bee_Hymenoptera","w",-1.37282559520276,0.460072610307121
"378","Bartomeu_FR","Bartomeus_etal_2008","C",74,"Bee_Hymenoptera","w",-1.07077016847246,0.579627943451806
"379","Bartomeu_M1","Bartomeus_etal_2008","C",74,"Bee_Hymenoptera","w",0.0315320914997052,0.312164757932152
"380","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Bee_Hymenoptera","w",-0.286771108163116,0.523037303255851
"381","Bartomeu_SE","Bartomeus_etal_2008","C",74,"Bee_Hymenoptera","w",-0.603435122391778,0.316623431807973
"382","carvalheiro","Carvalheiro_2008","C",79,"Bee_Hymenoptera","w",0.0933237477991733,0.048981041643903
"383","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Bee_Hymenoptera","w",-0.606890306600314,0.108537423255287
"384","M_PL_015_00","Petanidou_1991","C",118,"Bee_Hymenoptera","w",-0.0267773897107194,0.0101066083722473
"385","ilha_das_vl","Valeria_Trivellone","C",136,"Bee_Hymenoptera","w",-0.6635238177739,0.321840555233424
"386","M_PL_014_00","Hocking_1968","E",250,"Bee_Hymenoptera","w",-0.526765891991714,0.23901520252079
"387","M_PL_020_00","Kevan_1970","E",250,"Bee_Hymenoptera","w",-0.14766236491593,0.215128028927885
"388","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Bee_Hymenoptera","w",0.641662129523036,0.15462299048824
"389","M_PL_009_00","Elberling_Olesen_1999","E",1009,"Bee_Hymenoptera","w",0.258581585459101,0.0542177766726117
"390","M_PL_012_00","Olesen_unpubl","C",1193,"Bee_Hymenoptera","w",-0.201633842283892,0.317052554210265
"391","M_PL_013_00","Ollerton_etal_2003","C",1448,"Bee_Hymenoptera","w",-0.212815929731191,0.437669609167211
"392","lararomer16","LaraRomero_etal_2016","C",1914,"Bee_Hymenoptera","w",-0.194050141380407,0.0736437381488002
"393","M_PL_008_00","Dupont_etal_2003","C",2011,"Bee_Hymenoptera","w",0.140045318579048,0.10117480333151
"394","Caradonna14","Caradonna_etal_2017","D",2913,"Bee_Hymenoptera","w",0.163012424948338,0.115161418828377
"395","Fang_Huang1","Fang_Huang_2016","C",3342,"Bee_Hymenoptera","w",0.0912347220574883,0.085620283242073
"396","Fang_Huang8","Fang_Huang_2016","C",3342,"Bee_Hymenoptera","w",0.313913022554015,0.0473454578318183
"397","Fang_Huang9","Fang_Huang_2016","C",3342,"Bee_Hymenoptera","w",0.0245321709541896,0.103199902237654
"398","M_PL_001_00","Arroyo_etal_1982","E",3363,"Bee_Hymenoptera","w",-0.226903448301727,0.120490023590312
"399","M_PL_002_00","Arroyo_etal_1982","E",3363,"Bee_Hymenoptera","w",-0.96010825566229,0.239951865072344
"400","M_PL_005_00","Clements_Long_1923","D",4241,"Bee_Hymenoptera","w",-0.33126166156885,0.0316922802946797
"401","M_PL_006_00","Dicks_etal_2002","C",2,"Coleoptera_Coleoptera","w",-4.01338607847805,0
"402","M_PL_016_00","Herrera_1988","C",30,"Coleoptera_Coleoptera","w",-0.937521458399507,0.0844125233745838
"403","Bartomeu_BA","Bartomeus_etal_2008","C",74,"Coleoptera_Coleoptera","w",-1.31671244669711,0.2274303578649
"404","Bartomeu_FR","Bartomeus_etal_2008","C",74,"Coleoptera_Coleoptera","w",-1.02578071332446,0.306897847310209
"405","Bartomeu_M1","Bartomeus_etal_2008","C",74,"Coleoptera_Coleoptera","w",-1.54015285054377,0.405558247106804
"406","Bartomeu_M3","Bartomeus_etal_2008","C",74,"Coleoptera_Coleoptera","w",-1.02357673090076,0.25021689316973
"407","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Coleoptera_Coleoptera","w",-0.880531332709456,0.148021732148523
"408","Bartomeu_SE","Bartomeus_etal_2008","C",74,"Coleoptera_Coleoptera","w",-0.60597148266564,0.172898223069681
"409","carvalheiro","Carvalheiro_2008","C",79,"Coleoptera_Coleoptera","w",-0.371083020746684,0.0791063954525177
"410","M_PL_018_00","Olesen_unpubl2","C",83,"Coleoptera_Coleoptera","w",-0.0127932138751879,0.0424753966928778
"411","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Coleoptera_Coleoptera","w",-1.22259386615915,0.12226712886024
"412","M_PL_015_00","Petanidou_1991","C",118,"Coleoptera_Coleoptera","w",-0.825626440133877,0.0377127067572389
"413","M_PL_009_00","Elberling_Olesen_1999","E",1009,"Coleoptera_Coleoptera","w",0.629623169110289,0
"414","M_PL_012_00","Olesen_unpubl","C",1193,"Coleoptera_Coleoptera","w",-0.160690251383246,0.230787917188152
"415","M_PL_013_00","Ollerton_etal_2003","C",1448,"Coleoptera_Coleoptera","w",-2.8893966902818,0
"416","lararomer16","LaraRomero_etal_2016","C",1914,"Coleoptera_Coleoptera","w",-0.307515294376769,0.10330868593455
"417","Fang_Huang1","Fang_Huang_2016","C",3342,"Coleoptera_Coleoptera","w",-1.39787423621703,0.565291179419252
"418","Fang_Huang8","Fang_Huang_2016","C",3342,"Coleoptera_Coleoptera","w",-6.3351003387926,2.09645558889682
"419","Fang_Huang9","Fang_Huang_2016","C",3342,"Coleoptera_Coleoptera","w",0.495427005012485,0.0235739872586988
"420","M_PL_005_00","Clements_Long_1923","D",4241,"Coleoptera_Coleoptera","w",-0.25608806159369,0.244180958276984
"421","M_PL_006_00","Dicks_etal_2002","C",2,"Diptera_Diptera","w",-1.75080155169152,0.122031483047302
"422","M_PL_017_00","Memmott_1999","C",9,"Diptera_Diptera","w",-0.991410294794615,0
"423","M_PL_016_00","Herrera_1988","C",30,"Diptera_Diptera","w",-0.770838025661552,0.250500450520457
"424","M_PL_007_00","Dicks_etal_2002","C",39,"Diptera_Diptera","w",-1.52908163357238,0.33525856281363
"425","Bartomeu_BA","Bartomeus_etal_2008","C",74,"Diptera_Diptera","w",-4.25499674056566,0
"426","Bartomeu_M1","Bartomeus_etal_2008","C",74,"Diptera_Diptera","w",-1.12813238256264,0
"427","Bartomeu_M3","Bartomeus_etal_2008","C",74,"Diptera_Diptera","w",-0.428107639673333,0
"428","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Diptera_Diptera","w",-0.153843284838116,0.451621889367845
"429","carvalheiro","Carvalheiro_2008","C",79,"Diptera_Diptera","w",-0.306152356414555,0.0659556443883188
"430","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Diptera_Diptera","w",-0.765440082143017,0.152554351375603
"431","M_PL_015_00","Petanidou_1991","C",118,"Diptera_Diptera","w",-0.448836533970707,0.0172040399584871
"432","ilha_das_vl","Valeria_Trivellone","C",136,"Diptera_Diptera","w",-0.197020381466269,0.183408906763579
"433","M_PL_014_00","Hocking_1968","E",250,"Diptera_Diptera","w",-0.933401544677629,0.0371521644918464
"434","M_PL_020_00","Kevan_1970","E",250,"Diptera_Diptera","w",-1.3906014118078,0.0374493619253866
"435","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Diptera_Diptera","w",-0.121431169352779,0.0264179073522062
"436","benadi_14_5","Benadi_etal_2014","C",544,"Diptera_Diptera","w",-0.575983659857763,0.0315113012835718
"437","benadi_14_4","Benadi_etal_2014","C",799,"Diptera_Diptera","w",-0.765491324095307,0.026441210296729
"438","benadi_14_6","Benadi_etal_2014","D",852,"Diptera_Diptera","w",-0.615174174035963,0.0507327543392436
"439","benadi_14_1","Benadi_etal_2014","C",917,"Diptera_Diptera","w",-1.10147623222057,0.0406847994954253
"440","benadi_14_2","Benadi_etal_2014","D",957,"Diptera_Diptera","w",-0.670607688364712,0.0313656026949985
"441","M_PL_009_00","Elberling_Olesen_1999","E",1009,"Diptera_Diptera","w",-0.293132552124538,0.0190790788586763
"442","M_PL_012_00","Olesen_unpubl","C",1193,"Diptera_Diptera","w",-0.593696043206753,0.198575282831527
"443","benadi_14_3","Benadi_etal_2014","D",1352,"Diptera_Diptera","w",-0.832192103331806,0.0347160904615422
"444","M_PL_013_00","Ollerton_etal_2003","C",1448,"Diptera_Diptera","w",-0.449376327121762,0.195953124808517
"445","lararomer16","LaraRomero_etal_2016","C",1914,"Diptera_Diptera","w",-0.371570703410523,0.0763726987552771
"446","M_PL_008_00","Dupont_etal_2003","C",2011,"Diptera_Diptera","w",-0.273546807958488,0.104609009594352
"447","M_PL_019_00","Inouye_Pyke_1988","C",2121,"Diptera_Diptera","w",-0.180114025997469,0.0321358754904984
"448","Caradonna14","Caradonna_etal_2017","D",2913,"Diptera_Diptera","w",-0.844951172202057,0.186424896485537
"449","Fang_Huang1","Fang_Huang_2016","C",3342,"Diptera_Diptera","w",-0.296132781495032,0.0428849418221762
"450","Fang_Huang8","Fang_Huang_2016","C",3342,"Diptera_Diptera","w",-0.66971410099782,0.0525120248378109
"451","Fang_Huang9","Fang_Huang_2016","C",3342,"Diptera_Diptera","w",-0.561837789270184,0.0348766578204592
"452","M_PL_001_00","Arroyo_etal_1982","E",3363,"Diptera_Diptera","w",-0.844569835041247,0.109565275497714
"453","M_PL_002_00","Arroyo_etal_1982","E",3363,"Diptera_Diptera","w",-0.83952898912292,0.172384849660703
"454","M_PL_003_00","Arroyo_etal_1982","E",3363,"Diptera_Diptera","w",-2.56549142417628,1.85891681013313
"455","M_PL_005_00","Clements_Long_1923","D",4241,"Diptera_Diptera","w",-0.334140567174137,0.0728383180486244
"456","M_PL_016_00","Herrera_1988","C",30,"Hymenoptera_Hymenoptera","w",-0.537308623484673,0.0843255881968231
"457","Bartomeu_BA","Bartomeus_etal_2008","C",74,"Hymenoptera_Hymenoptera","w",0.597184914297413,0
"458","Bartomeu_SE","Bartomeus_etal_2008","C",74,"Hymenoptera_Hymenoptera","w",-0.945769594353146,0.929890454710559
"459","carvalheiro","Carvalheiro_2008","C",79,"Hymenoptera_Hymenoptera","w",-0.0465407633743314,0.0773546765510782
"460","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Hymenoptera_Hymenoptera","w",-0.459949959849419,0.268452941248882
"461","M_PL_015_00","Petanidou_1991","C",118,"Hymenoptera_Hymenoptera","w",-0.884009558989497,0.0450291826847028
"462","M_PL_014_00","Hocking_1968","E",250,"Hymenoptera_Hymenoptera","w",-1.05567443681465,0.488298788451851
"463","M_PL_020_00","Kevan_1970","E",250,"Hymenoptera_Hymenoptera","w",-0.355900031398845,0.172887794787237
"464","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Hymenoptera_Hymenoptera","w",-0.782300831371904,0.467662799843311
"465","M_PL_009_00","Elberling_Olesen_1999","E",1009,"Hymenoptera_Hymenoptera","w",-0.21985157137445,0.0804539286939677
"466","M_PL_013_00","Ollerton_etal_2003","C",1448,"Hymenoptera_Hymenoptera","w",0.42412779876632,0.163595003483852
"467","lararomer16","LaraRomero_etal_2016","C",1914,"Hymenoptera_Hymenoptera","w",-0.702744631525761,0.17485891482441
"468","M_PL_008_00","Dupont_etal_2003","C",2011,"Hymenoptera_Hymenoptera","w",-0.716537537754134,0.367512616997125
"469","Caradonna14","Caradonna_etal_2017","D",2913,"Hymenoptera_Hymenoptera","w",0.810819135493712,0
"470","Fang_Huang1","Fang_Huang_2016","C",3342,"Hymenoptera_Hymenoptera","w",-0.22104143699212,0.228223464747017
"471","Fang_Huang8","Fang_Huang_2016","C",3342,"Hymenoptera_Hymenoptera","w",-0.573320565334362,0.185118231603682
"472","Fang_Huang9","Fang_Huang_2016","C",3342,"Hymenoptera_Hymenoptera","w",-0.949983678214917,0.299998636154011
"473","M_PL_001_00","Arroyo_etal_1982","E",3363,"Hymenoptera_Hymenoptera","w",0.303487161196514,0.00724561593480624
"474","M_PL_002_00","Arroyo_etal_1982","E",3363,"Hymenoptera_Hymenoptera","w",-0.713244517199121,0.385534474261567
"475","M_PL_005_00","Clements_Long_1923","D",4241,"Hymenoptera_Hymenoptera","w",-0.634189520358645,0.094380230315792
"476","M_PL_006_00","Dicks_etal_2002","C",2,"Lepidoptera_Lepidoptera","w",-1.13762266249541,0.128617942746107
"477","M_PL_017_00","Memmott_1999","C",9,"Lepidoptera_Lepidoptera","w",-0.102132875311177,0.181948369003681
"478","M_PL_016_00","Herrera_1988","C",30,"Lepidoptera_Lepidoptera","w",-4.09270364261303,0.0811105136001928
"479","M_PL_007_00","Dicks_etal_2002","C",39,"Lepidoptera_Lepidoptera","w",0.571557350817098,0.0262905116045335
"480","Bartomeu_MI","Bartomeus_etal_2008","C",74,"Lepidoptera_Lepidoptera","w",0.506250979258782,0
"481","carvalheiro","Carvalheiro_2008","C",79,"Lepidoptera_Lepidoptera","w",-1.55390400123384,0.299867720033634
"482","M_PL_018_00","Olesen_unpubl2","C",83,"Lepidoptera_Lepidoptera","w",-0.329315697415634,0.113507147863508
"483","M_PL_004_00","Barrett_Helenurm_1987","D",107,"Lepidoptera_Lepidoptera","w",0.0353460160378073,0.300924104478199
"484","M_PL_015_00","Petanidou_1991","C",118,"Lepidoptera_Lepidoptera","w",-0.952897504069716,0.0809280221853553
"485","ilha_das_vl","Valeria_Trivellone","C",136,"Lepidoptera_Lepidoptera","w",0.7097493525993,0
"486","M_PL_014_00","Hocking_1968","E",250,"Lepidoptera_Lepidoptera","w",-1.72297710205113,0.164150907540648
"487","M_PL_020_00","Kevan_1970","E",250,"Lepidoptera_Lepidoptera","w",-0.837624836773118,0.160235092500029
"488","M_PL_010_00","Elberling_Olesen_unpubl","E",261,"Lepidoptera_Lepidoptera","w",-0.21569708497219,0.174465977882957
"489","benadi_14_5","Benadi_etal_2014","C",544,"Lepidoptera_Lepidoptera","w",-0.539980452060814,0.0922256244305542
"490","M_PL_011_00","Olesen_etal_2002","A",565,"Lepidoptera_Lepidoptera","w",-1.55962862202899,0
"491","benadi_14_4","Benadi_etal_2014","C",799,"Lepidoptera_Lepidoptera","w",-1.00109209921542,0.168966479631779
"492","benadi_14_6","Benadi_etal_2014","D",852,"Lepidoptera_Lepidoptera","w",-0.807507501124111,0.143445694814092
"493","benadi_14_1","Benadi_etal_2014","C",917,"Lepidoptera_Lepidoptera","w",-1.23745773509545,0.0901893473654908
"494","benadi_14_2","Benadi_etal_2014","D",957,"Lepidoptera_Lepidoptera","w",-0.562180963890108,0.100228186790365
"495","M_PL_009_00","Elberling_Olesen_1999","E",1009,"Lepidoptera_Lepidoptera","w",-1.17617630023484,0.454831619959379
"496","M_PL_012_00","Olesen_unpubl","C",1193,"Lepidoptera_Lepidoptera","w",-1.8671466044954,0.113302146939976
"497","benadi_14_3","Benadi_etal_2014","D",1352,"Lepidoptera_Lepidoptera","w",-2.38478844958771,0.240078233708125
"498","lararomer16","LaraRomero_etal_2016","C",1914,"Lepidoptera_Lepidoptera","w",-1.09151722894566,0.0546951104235377
"499","M_PL_008_00","Dupont_etal_2003","C",2011,"Lepidoptera_Lepidoptera","w",-0.561232446221639,0
"500","Caradonna14","Caradonna_etal_2017","D",2913,"Lepidoptera_Lepidoptera","w",-1.12111610210479,0.159258981115167
"501","Fang_Huang1","Fang_Huang_2016","C",3342,"Lepidoptera_Lepidoptera","w",-0.294502584234216,0.101361933755723
"502","Fang_Huang8","Fang_Huang_2016","C",3342,"Lepidoptera_Lepidoptera","w",-0.405285335486315,0.0962424275613725
"503","Fang_Huang9","Fang_Huang_2016","C",3342,"Lepidoptera_Lepidoptera","w",-0.0399821047165545,0.0916209657473112
"504","M_PL_001_00","Arroyo_etal_1982","E",3363,"Lepidoptera_Lepidoptera","w",-0.69975573331668,0.261015388932173
"505","M_PL_002_00","Arroyo_etal_1982","E",3363,"Lepidoptera_Lepidoptera","w",-1.17293602346488,0.203632309941268
"506","M_PL_003_00","Arroyo_etal_1982","E",3363,"Lepidoptera_Lepidoptera","w",-2.26400950961316,0.483363883798853
"507","M_PL_005_00","Clements_Long_1923","D",4241,"Lepidoptera_Lepidoptera","w",-0.396076374806738,0.0511540332728229
"508","M_PL_006_00","Dicks_etal_2002","C",2,"Syrphidae_Diptera","w",-1.57586928981103,0.097065657378465
"509","M_PL_017_00","Memmott_1999","C",9,"Syrphidae_Diptera","w",-1.31227884843975,0.20440705981915
"510","M_PL_016_00","Herrera_1988","C",30,"Syrphidae_Diptera","w",-0.000145031435801015,0.082900485912291
